Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/8/2021 08:47AM,210201866,PHONE,911 HANG UP / INCOMPLETE CALL,2423 GRAND AVE,NA,ASC
2/8/2021 08:42AM,210201863,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3001 REGENCY CT,NA,NRSP
2/8/2021 08:27AM,210201858,PHONE,ESCORT BUSINESS/FUNERAL,GEORGE W CARVER AVE/STANGE RD,NA,NOR
2/8/2021 08:14AM,210201857,PHONE,HIT & RUN PROPERTY DAMAGE,2041 COTTONWOOD RD,21000563,RPT
2/8/2021 08:11AM,210201855,PHONE,MEDICAL ASSIST/AMBULANCE CALL,700-109 SOUTH DAKOTA AVE,NA,DUP
2/8/2021 07:51AM,210201851,PHONE,VEHICLE IN DITCH,S DAYTON AVE/US HIGHWAY 30 RAMP,NA,DUP
2/8/2021 07:32AM,210201847,PHONE,MOTOR VEH CRASH/PROP DAMAGE,3300-BLK WEST ST,21000562,RPT
2/8/2021 07:25AM,210201846,PHONE,VEHICLE IN DITCH,E 13TH ST/INTERSTATE 35,21000561,RPT
2/8/2021 07:23AM,210201843,PHONE,VEHICLE IN DITCH,S DAYTON AVE/US HIGHWAY 30 RAMP,NA,ASC
2/8/2021 07:04AM,210201840,PHONE,MOTOR VEH CRASH/PROP DAMAGE,147 MM US HIGHWAY 30 E,21000560,RPT
2/8/2021 06:25AM,210201834,PHONE,TRESPASS,2925-101 GRAND AVE,NA,NOR
2/8/2021 06:13AM,210201831,SELF,VEHICLE IN DITCH,2108-102 ISAAC NEWTON DR,NA,UTL
2/8/2021 05:59AM,210201829,PHONE,VEHICLE IN DITCH,E LINCOLN WAY/S DAYTON AVE,21000559,RPT
2/8/2021 04:14AM,210201821,PHONE,TRAFFIC HAZARD,US HIGHWAY 30/S DAYTON AVE,NA,ASC
2/8/2021 03:50AM,210201820,PHONE,VEHICLE IN DITCH,US HIGHWAY 30/S DAYTON AVE,NA,ASC
2/8/2021 03:07AM,210201817,SELF,MOTOR VEH CRASH/PROP DAMAGE,EAST AVE/E LINCOLN WAY,21000558,RPT
2/8/2021 02:18AM,210201813,PHONE,OPERATING WHILE INTOXICATED,111 DUFF AVE,NA,NOR
2/8/2021 01:30AM,210201803,W911,MEDICAL ASSIST/AMBULANCE CALL,3301 STANGE RD,NA,NRSP
2/8/2021 12:34AM,210201796,SELF,MOTORIST ASSISTANCE,S 16TH ST/S RIVERSIDE DR,NA,ASC
2/7/2021 11:59PM,210201793,PHONE,ANIMAL CALL,FRANKLIN AVE/LINCOLN WAY,NA,ASC
2/7/2021 11:33PM,210201791,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2925-101 GRAND AVE,NA,NOR
2/7/2021 10:48PM,210201782,PHONE,MOTORIST ASSISTANCE,129 HAYWARD AVE,NA,DUP
2/7/2021 10:19PM,210201780,PHONE,MOTOR VEH CRASH/PROP DAMAGE,INDIANGRASS CT/BEACH AVE,21000557,RPT
2/7/2021 10:16PM,210201779,PHONE,LAW DEPARTMENT ASSIST,LINCOLN SWING/SOUTH DAKOTA AVE,NA,ASC
2/7/2021 10:06PM,210201775,PHONE,DOMESTIC DISPUTE,450-362 E 7TH ST,NA,NOR
2/7/2021 10:00PM,210201773,PHONE,MOTOR VEH CRASH/PROP DAMAGE,100-BLK HAYWARD AVE,21000556,RPT
2/7/2021 09:42PM,210201769,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1315-106 COCONINO RD,NA,NRSP
2/7/2021 09:33PM,210201767,PHONE,MOTORIST ASSISTANCE,3801 LINCOLN WAY,NA,ASC
2/7/2021 09:16PM,210201763,PHONE,FIREWORKS COMPLAINT,4301 LINCOLN SWING,NA,UTL
2/7/2021 08:48PM,210201761,PHONE,PARKING ENFORCEMENT/COMPLAINT,2320 PRAIRIE VIEW WEST,NA,NOR
2/7/2021 08:39PM,210201759,PHONE,THEFT / FRAUD / FORGERY,2425 KINGSTON DR,21000555,RPT
2/7/2021 08:27PM,210201758,PHONE,ANIMAL CALL,3400-306 AURORA AVE,NA,NOR
2/7/2021 07:31PM,210201752,SELF,TRAFFIC STOP / ENFORCEMENT,NORTH DAKOTA AVE/WESTBEND DR,NA,WAR
2/7/2021 06:46PM,210201745,PHONE,DISORDERLY CONDUCT,319-1 S 2ND ST,NA,ASC
2/7/2021 06:39PM,210201741,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-219 GEORGE W CARVER AVE,NA,NRSP
2/7/2021 05:32PM,210201733,PHONE,SCAM,1402 CRESCENT ST,21000554,RPT
2/7/2021 05:25PM,210201730,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4345-7 MARICOPA DR,NA,ASC
2/7/2021 05:17PM,210201728,PHONE,GENERAL ALARM BANK / RESIDENTI,2330-204 PRAIRIE VIEW WEST,NA,BIL
2/7/2021 04:28PM,210201723,PHONE,PARKING ENFORCEMENT/COMPLAINT,2104 BURNETT AVE,NA,NAT
2/7/2021 04:02PM,210201717,SELF,MOTORIST ASSISTANCE,13TH ST/GRAND AVE,NA,NOR
2/7/2021 02:54PM,210201708,PHONE,HIT & RUN PROPERTY DAMAGE,LINCOLN WAY/CLARK AVE,NA,NOR
2/7/2021 01:36PM,210201701,PHONE,MEDICAL ASSIST/AMBULANCE CALL,613-102 S 17TH ST,NA,DUP
2/7/2021 12:29PM,210201693,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/CLARK AVE,NA,WAR
2/7/2021 12:18PM,210201691,PHONE,TRESPASS,2306 LINCOLN WAY,NA,NOR
2/7/2021 11:08AM,210201680,PHONE,PRIVATE TOW,119 STANTON AVE,NA,PTOW
2/7/2021 10:52AM,210201679,PHONE,REPOSSESSION,125 E 13TH ST,NA,REPO
2/7/2021 10:40AM,210201678,E911,911 HANG UP / INCOMPLETE CALL,819 LINCOLN WAY,NA,NOR
2/7/2021 09:22AM,210201668,PHONE,MOTOR VEH CRASH/PROP DAMAGE,149 MM US HIGHWAY 30 E,21000553,RPT
2/7/2021 07:46AM,210201654,PHONE,MOTORIST ASSISTANCE,S DUFF AVE/US HIGHWAY 30,NA,NOR
2/7/2021 06:34AM,210201648,W911,MOTORIST ASSISTANCE,13TH ST/STANGE RD,NA,NOR
2/7/2021 06:31AM,210201646,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N OAK AVE,NA,WAR
2/7/2021 05:05AM,210201639,E911,MEDICAL ASSIST/AMBULANCE CALL,2921 NORTHWESTERN AVE,NA,NRSP
2/7/2021 03:59AM,210201632,W911,MEDICAL ASSIST/AMBULANCE CALL,806 IDAHO AVE,NA,NRSP
2/7/2021 02:47AM,210201626,SELF,LAW DEPARTMENT ASSIST,KNAPP ST/LYNN AVE,NA,NOR
2/7/2021 02:11AM,210201617,W911,MEDICAL ASSIST/AMBULANCE CALL,805-103S CORAL DR,NA,NOR
2/7/2021 02:02AM,210201612,W911,DISORDERLY CONDUCT,119-708 STANTON AVE,21000552,ARR
2/7/2021 02:02AM,210201612,W911,DISORDERLY CONDUCT,119-708 STANTON AVE,21000552,ARR
2/7/2021 01:44AM,210201609,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,200-405 STANTON AVE,NA,ASC
2/7/2021 01:42AM,210201608,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,5418 MISSOURI ST,NA,CBC
2/7/2021 12:42AM,210201598,W911,OPERATING WHILE INTOXICATED,WELCH AVE/LITTLE ST,NA,UTL
2/7/2021 12:24AM,210201595,PHONE,THEFT / FRAUD / FORGERY,325 S DUFF AVE,21000551,RPT
2/7/2021 12:07AM,210201591,SELF,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/BELL AVE,NA,WAR
2/6/2021 11:54PM,210201586,PHONE,MOTORIST ASSISTANCE,HAYWARD AVE/KNAPP ST,NA,ACC
2/6/2021 11:39PM,210201585,PHONE,DISTURBANCE & NOISE PARTY,2102 KILDEE ST,NA,NAT
2/6/2021 11:03PM,210201579,PHONE,CIVIL MATTER,219 S SHERMAN AVE,NA,NOR
2/6/2021 10:37PM,210201574,PHONE,DISTURBANCE & NOISE PARTY,4541-3 STEINBECK ST,NA,NOR
2/6/2021 10:34PM,210201573,PHONE,911 HANG UP / INCOMPLETE CALL,311 S 17TH ST,NA,ASC
2/6/2021 10:07PM,210201567,PHONE,GENERAL ALARM BANK / RESIDENTI,1505-101 BUCKEYE AVE,NA,BIL
2/6/2021 09:21PM,210201560,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3301 STANGE RD,NA,NRSP
2/6/2021 08:36PM,210201550,PHONE,VANDALISM / CRIMINAL MISCHIEF,4912-334 MORTENSEN RD,NA,NOR
2/6/2021 08:33PM,210201546,PHONE,MEDICAL ASSIST/AMBULANCE CALL,5300-101 MORTENSEN RD,NA,NRSP
2/6/2021 08:08PM,210201536,PHONE,911 HANG UP / INCOMPLETE CALL,819 LINCOLN WAY,NA,INFO
2/6/2021 07:19PM,210201527,PHONE,THEFT / FRAUD / FORGERY,1610 S KELLOGG AVE,NA,CBC
2/6/2021 06:31PM,210201521,SELF,TRAFFIC STOP / ENFORCEMENT,233 S WILMOTH AVE,NA,WAR
2/6/2021 05:51PM,210201514,PHONE,ANIMAL CALL,900-BLK SE 16TH ST,NA,NOR
2/6/2021 05:02PM,210201498,PHONE,DISORDERLY CONDUCT,635 MEADOW PL,21000550,RPT
2/6/2021 05:00PM,210201495,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2402 LINCOLN WAY,NA,NRSP
2/6/2021 04:36PM,210201488,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
2/6/2021 04:30PM,210201484,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-219 GEORGE W CARVER AVE,NA,NRSP
2/6/2021 03:30PM,210201470,PHONE,THEFT / FRAUD / FORGERY,2121 SUNSET DR,21000549,RPT
2/6/2021 03:29PM,210201469,PHONE,TRESPASS,517-102 LINCOLN WAY,21000548,RPT
2/6/2021 03:25PM,210201467,PHONE,HARASSMENT,2907 DUFF AVE,NA,NOR
2/6/2021 03:20PM,210201466,PHONE,ANIMAL CALL,4830-311 MORTENSEN RD,NA,INFO
2/6/2021 03:15PM,210201465,PHONE,THEFT / FRAUD / FORGERY,2719 GRAND AVE,NA,INFO
2/6/2021 03:13PM,210201464,PHONE,CIVIL MATTER,515 CLARK AVE,NA,NOR
2/6/2021 03:04PM,210201462,PHONE,911 HANG UP / INCOMPLETE CALL,819 LINCOLN WAY,NA,BIL
2/6/2021 02:59PM,210201461,PHONE,911 HANG UP / INCOMPLETE CALL,1325-219 DICKINSON AVE,NA,NOR
2/6/2021 02:32PM,210201460,PHONE,GENERAL ALARM BANK / RESIDENTI,806-101 S DUFF AVE,NA,BIL
2/6/2021 02:27PM,210201459,PHONE,PRIVATE TOW,232 S WALNUT AVE,NA,PTOW
2/6/2021 02:17PM,210201457,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,312 SOUTH DAKOTA AVE,21000547,RPT
2/6/2021 02:15PM,210201455,PHONE,MOTOR VEH CRASH/PROP DAMAGE,500-BLK S DUFF AVE,NA,CBC
2/6/2021 02:08PM,210201454,PHONE,CIVIL MATTER,4325 MARICOPA DR,NA,ASC
2/6/2021 02:07PM,210201453,PHONE,HIT & RUN PROPERTY DAMAGE,4701 STEINBECK ST,21000546,RPT
2/6/2021 01:02PM,210201447,PHONE,THEFT / FRAUD / FORGERY,225 BELL AVE,NA,NOR
2/6/2021 11:57AM,210201442,PHONE,DISORDERLY CONDUCT,517-102 LINCOLN WAY,NA,NOR
2/6/2021 11:15AM,210201433,PHONE,RECKLESS DRIVER,E LINCOLN WAY/DAYTON AVE,NA,NOR
2/6/2021 09:13AM,210201409,SELF,TRAFFIC STOP / ENFORCEMENT,300-BLK MAIN ST,NA,WAR
2/6/2021 08:44AM,210201406,PHONE,GENERAL ALARM BANK / RESIDENTI,301-A ALEXANDER AVE,NA,NBA
2/6/2021 07:31AM,210201395,PHONE,GENERAL ALARM BANK / RESIDENTI,2330-204 PRAIRIE VIEW WEST,NA,BIL
2/6/2021 03:26AM,210201383,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3115-123 ROY KEY AVE,NA,NRSP
2/6/2021 03:01AM,210201379,PHONE,MEDICAL ASSIST/AMBULANCE CALL,515 CLARK AVE,NA,TEST
2/6/2021 02:51AM,210201376,SELF,PARKING ENFORCEMENT/COMPLAINT,3300-BLK AURORA AVE,NA,NAT
2/6/2021 02:19AM,210201366,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
2/6/2021 02:18AM,210201365,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
2/6/2021 01:57AM,210201363,SELF,LAW DEPARTMENT ASSIST,STATE AVE/LETTIE ST,NA,NAT
2/6/2021 01:22AM,210201357,PHONE,DISTURBANCE & NOISE PARTY,119-615 STANTON AVE,NA,CBC
2/6/2021 12:58AM,210201355,W911,MISSING PERSON / RUNAWAY,919-319 S 16TH ST,21000543,RPT
2/6/2021 12:15AM,210201347,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,200-BLK E 6TH ST,NA,UTL
2/5/2021 11:33PM,210201343,PHONE,DISTURBANCE & NOISE PARTY,325-4 WELCH AVE,NA,WAR
2/5/2021 10:57PM,210201342,PHONE,PRIVATE TOW,4409 ONTARIO ST,NA,PTOW
2/5/2021 10:56PM,210201341,PHONE,DISTURBANCE & NOISE PARTY,2612 HUNT ST,NA,WAR
2/5/2021 10:23PM,210201339,PHONE,DISTURBANCE & NOISE PARTY,1214-308 S 4TH ST,NA,NAT
2/5/2021 10:15PM,210201338,PHONE,MOTORIST ASSISTANCE,SHELDON AVE/WEST ST,NA,NOR
2/5/2021 10:13PM,210201336,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,111 DUFF AVE,NA,UTL
2/5/2021 09:47PM,210201335,PHONE,DISORDERLY CONDUCT,POE AVE/MORTENSEN RD,NA,NOR
2/5/2021 09:39PM,210201334,PHONE,DISTURBANCE & NOISE PARTY,721-C CRAWFORD AVE,NA,NAT
2/5/2021 09:31PM,210201333,PHONE,POSSESSION UNDERAGE,223 WELCH AVE,21000541,RPT
2/5/2021 09:18PM,210201332,PHONE,THEFT / FRAUD / FORGERY,207 S DUFF AVE,21000542,RPT
2/5/2021 08:58PM,210201330,PHONE,VIOLATION OF NO CONTACT ORDER,3905-11 TRIPP ST,21000539,RPT
2/5/2021 08:13PM,210201327,PHONE,TRAFFIC HAZARD,S DUFF AVE/US HIGHWAY 30,21000540,RPT
2/5/2021 08:10PM,210201326,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S DUFF AVE,NA,WAR
2/5/2021 08:06PM,210201324,PHONE,CIVIL MATTER,624-101 S 17TH ST,NA,NAT
2/5/2021 07:38PM,210201315,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1231 MAXWELL AVE,NA,NRSP
2/5/2021 07:32PM,210201312,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,221 S RUSSELL AVE,NA,CBC
2/5/2021 07:21PM,210201311,PHONE,MOTORIST ASSISTANCE,US HIGHWAY 30/S DUFF AVE,NA,UTL
2/5/2021 06:55PM,210201309,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/12TH ST,21000538,RPT
2/5/2021 06:40PM,210201303,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,400-BLK E 6TH ST,NA,NOR
2/5/2021 06:38PM,210201302,PHONE,THEFT / FRAUD / FORGERY,3500-48 GRAND AVE,NA,NOR
2/5/2021 06:27PM,210201295,PHONE,THEFT / FRAUD / FORGERY,4506 LINCOLN WAY,21000537,RPT
2/5/2021 06:11PM,210201293,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1102 SCOTT AVE,NA,NRSP
2/5/2021 05:41PM,210201283,PHONE,MOTOR VEH CRASH/PROP DAMAGE,UNIVERSITY BLVD/S 16TH ST,21000535,RPT
2/5/2021 05:38PM,210201281,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/SE 5TH ST,21000533,ARR
2/5/2021 05:34PM,210201279,PHONE,BURGLARY TO MOTOR VEHICLE,3400 ROSS RD,21000536,RPT
2/5/2021 05:33PM,210201276,SELF,TRAFFIC STOP / ENFORCEMENT,1900-BLK DUFF AVE,NA,CIT
2/5/2021 05:23PM,210201274,SELF,TRAFFIC STOP / ENFORCEMENT,S OAK AVE/S 4TH ST,NA,WAR
2/5/2021 05:14PM,210201273,PHONE,MOTORIST ASSISTANCE,MORTENSEN PKWY/UNIVERSITY BLVD,NA,NOR
2/5/2021 05:05PM,210201272,PHONE,MOTOR VEH CRASH/PROP DAMAGE,MORTENSEN PKWY/UNIVERSITY BLVD,21000532,RPT
2/5/2021 04:54PM,210201270,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,WAR
2/5/2021 04:52PM,210201269,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
2/5/2021 04:49PM,210201267,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3815 STANGE RD,NA,NRSP
2/5/2021 04:28PM,210201263,PHONE,PARKING ENFORCEMENT/COMPLAINT,2104 BURNETT AVE,NA,NOR
2/5/2021 04:16PM,210201260,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2305-207 NORTHCREST PKWY,NA,NRSP
2/5/2021 04:13PM,210201258,PHONE,VANDALISM / CRIMINAL MISCHIEF,640 S 4TH ST,21000531,RPT
2/5/2021 04:09PM,210201257,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S OAK AVE,NA,WAR
2/5/2021 03:45PM,210201251,PHONE,MOTOR VEH CRASH/PROP DAMAGE,STATE AVE/MORTENSEN RD,NA,GIE
2/5/2021 03:39PM,210201249,PHONE,SCAM,2308 VAN BUREN AVE,NA,NOR
2/5/2021 02:36PM,210201240,PHONE,SCAM,3905-2 TRIPP ST,21000529,RPT
2/5/2021 01:53PM,210201234,PHONE,DOMESTIC DISPUTE,208 S DAYTON AVE,21000530,RPT
2/5/2021 01:51PM,210201233,SELF,TRAFFIC STOP / ENFORCEMENT,800-BLK NORTH DAKOTA AVE,21000528,RPT
2/5/2021 01:28PM,210201231,PHONE,JUVENILE TROUBLE,3010-44 REGENCY CT,NA,NOR
2/5/2021 12:56PM,210201227,PHONE,PARKING ENFORCEMENT/COMPLAINT,2024 BURNETT AVE,NA,NOR
2/5/2021 12:53PM,210201225,SELF,MOTOR VEH CRASH/PROP DAMAGE,400-BLK S DUFF AVE,NA,NOR
2/5/2021 12:50PM,210201224,SELF,OUTREACH,515 CLARK AVE,NA,ASC
2/5/2021 12:50PM,210201223,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,BEACH AVE/LINCOLN WAY,NA,DUP
2/5/2021 12:11PM,210201216,PHONE,PRIVATE TOW,119 STANTON AVE,NA,PTOW
2/5/2021 12:05PM,210201215,PHONE,SCAM,1454 TRUMAN PL,21000527,RPT
2/5/2021 11:51AM,210201209,PHONE,PARKING ENFORCEMENT/COMPLAINT,MAIN ST/KELLOGG AVE,NA,ASC
2/5/2021 11:21AM,210201202,PHONE,THEFT / FRAUD / FORGERY,1130 KINYON CIR,NA,GIE
2/5/2021 11:14AM,210201199,PHONE,LAW DEPARTMENT ASSIST,515 CLARK AVE,NA,NOR
2/5/2021 11:07AM,210201196,PHONE,MOTOR VEH CRASH/PROP DAMAGE,UNIVERSITY BLVD/S 4TH ST,21000526,RPT
2/5/2021 10:36AM,210201190,PHONE,TRESPASS,1015 DUFF AVE,NA,NOR
2/5/2021 10:21AM,210201186,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1710 NORTHWESTERN AVE,NA,NRSP
2/5/2021 10:21AM,210201185,PHONE,DISORDERLY CONDUCT,229 S DUFF AVE,NA,UTL
2/5/2021 10:18AM,210201183,SELF,MOTORIST ASSISTANCE,UNIVERSITY BLVD/CENTER DR,NA,NOR
2/5/2021 09:47AM,210201177,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DUFF AVE,NA,CIT
2/5/2021 09:30AM,210201173,PHONE,THEFT / FRAUD / FORGERY,5235 TEXAS CIR,21000525,RPT
2/5/2021 09:10AM,210201169,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S 4TH ST/UNIVERSITY BLVD,21000524,RPT
2/5/2021 08:49AM,210201165,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4411 CASTLEWOOD PL,NA,INFO
2/5/2021 08:32AM,210201157,PHONE,911 HANG UP / INCOMPLETE CALL,3448 SOUTHDALE DR,NA,NOR
2/5/2021 07:50AM,210201153,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440-103 GRAND AVE,NA,DUP
2/5/2021 07:47AM,210201150,PHONE,VANDALISM / CRIMINAL MISCHIEF,3014 WEST ST,21000522,RPT
2/5/2021 06:58AM,210201145,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4211-22 LINCOLN SWING,NA,NRSP
2/5/2021 06:53AM,210201143,PHONE,GENERAL ALARM BANK / RESIDENTI,1505-101 BUCKEYE AVE,NA,CBC
2/5/2021 06:36AM,210201141,PHONE,MOTOR VEH CRASH/PROP DAMAGE,534 S DUFF AVE,21000521,RPT
