Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
4/24/2021 10:12PM,210406017,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/US HIGHWAY 30,NA,WAR
4/24/2021 10:06PM,210406014,PHONE,911 HANG UP / INCOMPLETE CALL,311 S 17TH ST,NA,ASC
4/24/2021 09:57PM,210406010,W911,MEDICAL ASSIST/AMBULANCE CALL,400-101 S DUFF AVE,NA,NRSP
4/24/2021 09:39PM,210406006,W911,DISORDERLY CONDUCT,134 MAIN ST,NA,NOR
4/24/2021 09:23PM,210406003,SELF,TRAFFIC STOP / ENFORCEMENT,614 BILLY SUNDAY RD,NA,CIT
4/24/2021 09:08PM,210406000,SELF,TRAFFIC STOP / ENFORCEMENT,864 BILLY SUNDAY RD,NA,CIT
4/24/2021 08:48PM,210405996,SELF,TRAFFIC STOP / ENFORCEMENT,600 BILLY SUNDAY RD,NA,CIT
4/24/2021 08:44PM,210405994,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1418 S DAYTON PL,NA,ASC
4/24/2021 08:10PM,210405992,SELF,DISTURBANCE & NOISE PARTY,2600-BLK KNAPP ST,NA,UTL
4/24/2021 07:57PM,210405990,SELF,TRAFFIC STOP / ENFORCEMENT,2400-BLK E LINCOLN WAY,NA,CIT
4/24/2021 07:44PM,210405988,SELF,TRAFFIC STOP / ENFORCEMENT,UNIVERSITY BLVD/IRONWOOD CT,NA,CIT
4/24/2021 07:37PM,210405987,SELF,TRESPASS,700 SE 16TH ST,21001758,RPT
4/24/2021 07:21PM,210405984,PHONE,911 HANG UP / INCOMPLETE CALL,2137-301 ISAAC NEWTON DR,NA,UTL
4/24/2021 07:04PM,210405982,SELF,TRAFFIC STOP / ENFORCEMENT,1418 S DAYTON PL,NA,CIT
4/24/2021 06:57PM,210405981,PHONE,CITIZEN CONTACT,3010-44 REGENCY CT,NA,NAT
4/24/2021 06:49PM,210405979,SELF,TRAFFIC STOP / ENFORCEMENT,S 16TH ST/UNIVERSITY BLVD,NA,WAR
4/24/2021 06:40PM,210405976,PHONE,ANIMAL CALL,2216-126 SE 16TH ST,NA,ASC
4/24/2021 06:13PM,210405968,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3305-211 STANGE RD,NA,NRSP
4/24/2021 06:06PM,210405965,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
4/24/2021 05:56PM,210405962,PHONE,PRIVATE TOW,313 STANTON AVE,NA,PTOW
4/24/2021 05:34PM,210405954,PHONE,EQUIPMENT/SIGN MALFUNCTION,STATE AVE/MORTENSEN RD,NA,NOR
4/24/2021 05:27PM,210405953,PHONE,LAW DEPARTMENT ASSIST,5414 MORTENSEN RD,21001756,RPT
4/24/2021 05:17PM,210405952,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,SOUTH DAKOTA AVE/US HIGHWAY 30 RA,NA,ASC
4/24/2021 04:46PM,210405939,W911,MEDICAL ASSIST/AMBULANCE CALL,909 BROOKRIDGE AVE,NA,NRSP
4/24/2021 04:36PM,210405934,PHONE,911 HANG UP / INCOMPLETE CALL,1325 DICKINSON AVE,NA,NOR
4/24/2021 04:11PM,210405929,W911,MEDICAL ASSIST/AMBULANCE CALL,2216-126 SE 16TH ST,NA,NRSP
4/24/2021 04:07PM,210405926,PHONE,THEFT / FRAUD / FORGERY,515 CLARK AVE,NA,REF
4/24/2021 04:01PM,210405925,PHONE,CIVIL MATTER,1405-305 COCONINO RD,NA,ASC
4/24/2021 03:59PM,210405924,SELF,TRAFFIC STOP / ENFORCEMENT,KELLOGG AVE/7TH ST,21001754,ARR
4/24/2021 03:58PM,210405923,PHONE,DOMESTIC DISPUTE,4358 MARICOPA DR,NA,CBC
4/24/2021 03:24PM,210405920,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1215-413 FLORIDA AVE,21001753,RPT
4/24/2021 03:11PM,210405916,PHONE,RECKLESS DRIVER,STEINBECK ST/SOUTH DAKOTA AVE,NA,DUP
4/24/2021 03:11PM,210405915,W911,RECKLESS DRIVER,SOUTH DAKOTA AVE/LINCOLN WAY,21001755,RPT
4/24/2021 02:42PM,210405909,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4112-216 LINCOLN SWING,NA,NRSP
4/24/2021 02:01PM,210405904,PHONE,CITIZEN CONTACT,MAIN ST/DUFF AVE,NA,ASC
4/24/2021 01:50PM,210405901,PHONE,MEDICAL ASSIST/AMBULANCE CALL,823 DUFF AVE,NA,NRSP
4/24/2021 01:43PM,210405898,PHONE,TRAFFIC HAZARD,UNIVERSITY BLVD/MORTENSEN PKWY,NA,NOR
4/24/2021 01:39PM,210405897,WALK,THEFT / FRAUD / FORGERY,600-201 5TH ST,NA,ASC
4/24/2021 01:28PM,210405896,SELF,TRAFFIC STOP / ENFORCEMENT,200-BLK S WALNUT AVE,NA,WAR
4/24/2021 12:14PM,210405890,PHONE,RECKLESS DRIVER,102 MM INTERSTATE 35 N,NA,UTL
4/24/2021 11:30AM,210405884,PHONE,TRAFFIC HAZARD,SOUTH DAKOTA AVE/LINCOLN WAY,NA,NOR
4/24/2021 11:19AM,210405882,SELF,TRAFFIC STOP / ENFORCEMENT,HABER RD/13TH ST,NA,ASC
4/24/2021 11:16AM,210405880,PHONE,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/DUFF AVE,NA,CIT
4/24/2021 10:33AM,210405875,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-145 GEORGE W CARVER AVE,NA,NRSP
4/24/2021 10:24AM,210405872,PHONE,LAW DEPARTMENT ASSIST,703 BURNETT AVE,21001752,RPT
4/24/2021 09:44AM,210405868,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2310 MORTENSEN PKWY,NA,NOR
4/24/2021 09:40AM,210405867,PHONE,PARKING ENFORCEMENT/COMPLAINT,2800-BLK WEST ST,NA,CIT
4/24/2021 08:47AM,210405859,PHONE,MOTOR VEH CRASH/PROP DAMAGE,519 S DUFF AVE,21001751,RPT
4/24/2021 07:52AM,210405848,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1605 6TH ST,NA,ASC
4/24/2021 07:45AM,210405846,PHONE,PARKING ENFORCEMENT/COMPLAINT,2210 LINCOLN WAY,NA,CIT
4/24/2021 07:15AM,210405844,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2108-102 ISAAC NEWTON DR,NA,NOR
4/24/2021 07:15AM,210405844,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2108-102 ISAAC NEWTON DR,NA,NOR
4/24/2021 05:40AM,210405838,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/UNIVERSITY BLVD,NA,WAR
4/24/2021 04:53AM,210405833,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2500 KELLOGG AVE,NA,NOR
4/24/2021 03:03AM,210405832,PHONE,DISTURBANCE & NOISE PARTY,1825-205M COPPER BEECH AVE,NA,UTL
4/24/2021 02:04AM,210405824,SELF,TRAFFIC STOP / ENFORCEMENT,13TH ST/ROOSEVELT AVE,NA,WAR
4/24/2021 02:02AM,210405822,SELF,FIGHT IN PROGRESS,2400-BLK CHAMBERLAIN ST,21001748,ARR
4/24/2021 01:55AM,210405819,PHONE,MOTOR VEH CRASH/PROP DAMAGE,SOUTH DAKOTA AVE/LINCOLN WAY,21001749,ARR
4/24/2021 01:40AM,210405817,SELF,TRAFFIC STOP / ENFORCEMENT,STANGE RD/24TH ST,NA,WAR
4/24/2021 01:29AM,210405813,W911,MEDICAL ASSIST/AMBULANCE CALL,2320-308 LINCOLN WAY,NA,NRSP
4/24/2021 01:17AM,210405810,W911,RECKLESS DRIVER,US HIGHWAY 30/S DAYTON AVE,21001746,ARR
4/24/2021 01:17AM,210405809,PHONE,RECKLESS DRIVER,US HIGHWAY 30/S DUFF AVE,NA,INFO
4/24/2021 01:07AM,210405803,W911,DISTURBANCE & NOISE PARTY,2611 KNAPP ST,NA,UTL
4/24/2021 12:44AM,210405800,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,KNAPP ST/WELCH AVE,NA,UTL
4/24/2021 12:31AM,210405796,PHONE,DISTURBANCE & NOISE PARTY,3804 TORONTO ST,NA,NOR
4/24/2021 12:29AM,210405794,SELF,POSSESSION UNDERAGE,109 WELCH AVE,21001745,RPT
4/24/2021 12:21AM,210405791,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
4/24/2021 12:16AM,210405788,SELF,TRAFFIC STOP / ENFORCEMENT,S GRAND AVE/S 4TH ST,NA,WAR
4/24/2021 12:10AM,210405786,SELF,TRAFFIC STOP / ENFORCEMENT,LITTLE ST/HAYWARD AVE,21001747,RPT
4/23/2021 11:32PM,210405776,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/S 16TH ST,NA,NOR
4/23/2021 10:58PM,210405772,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1217 DELAWARE AVE,NA,CBC
4/23/2021 10:20PM,210405768,PHONE,THEFT / FRAUD / FORGERY,5430-202 MORTENSEN,NA,NOR
4/23/2021 09:15PM,210405753,PHONE,BURNING COMPLAINT,510 BILLY SUNDAY RD,NA,NRSP
4/23/2021 07:50PM,210405748,PHONE,CIVIL MATTER,114-1 E LINCOLN WAY,NA,NAT
4/23/2021 07:40PM,210405744,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
4/23/2021 07:33PM,210405742,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,114 KELLOGG AVE,NA,NOR
4/23/2021 06:27PM,210405731,PHONE,LAW DEPARTMENT ASSIST,1410 CLARK AVE,NA,NOR
4/23/2021 06:14PM,210405729,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1312 HARDING AVE,NA,NRSP
4/23/2021 06:13PM,210405727,PHONE,PRIVATE TOW,300 STANTON AVE,NA,PTOW
4/23/2021 06:07PM,210405726,PHONE,911 HANG UP / INCOMPLETE CALL,720 KELLOGG AVE,NA,NOR
4/23/2021 06:02PM,210405725,PHONE,MOTORIST ASSISTANCE,13TH ST/ONTARIO ST,NA,UTL
4/23/2021 05:55PM,210405720,PHONE,OPEN DOOR,2222 DUFF AVE,NA,NOR
4/23/2021 05:52PM,210405718,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,1111 DUFF AVE,NA,NOR
4/23/2021 05:40PM,210405716,PHONE,DISORDERLY CONDUCT,534 S DUFF AVE,21001742,RPT
4/23/2021 05:33PM,210405711,W911,GENERAL ASSAULT,2719 GRAND AVE,NA,NOR
4/23/2021 05:21PM,210405707,PHONE,SCAM,621 11TH ST,21001744,RPT
4/23/2021 05:17PM,210405705,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1428 BRECKINRIDGE CT,NA,NRSP
4/23/2021 05:01PM,210405698,PHONE,SCAM,1834 WATERBURY CIR,21001741,RPT
4/23/2021 05:00PM,210405696,E911,MEDICAL ASSIST/AMBULANCE CALL,1801 20TH ST,NA,NRSP
4/23/2021 04:51PM,210405693,PHONE,MOTORIST ASSISTANCE,GRAND AVE/5TH ST,NA,NOR
4/23/2021 04:50PM,210405691,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2216-126 SE 16TH ST,NA,NRSP
4/23/2021 04:21PM,210405687,PHONE,MOTOR VEH CRASH/PROP DAMAGE,500-BLK S DUFF AVE,NA,GIE
4/23/2021 04:03PM,210405682,PHONE,MOTOR VEH CRASH/PROP DAMAGE,320 S DUFF AVE,NA,NOR
4/23/2021 03:55PM,210405680,PHONE,ANIMAL CALL,1315 S DAYTON AVE,NA,INFO
4/23/2021 03:41PM,210405678,PHONE,OUTREACH,125 24TH ST,NA,INFO
4/23/2021 02:32PM,210405663,PHONE,MOTORIST ASSISTANCE,MORTENSEN PKWY/UNIVERSITY BLVD,NA,NOR
4/23/2021 02:24PM,210405662,PHONE,BURGLARY / ATTEMPTED BURGLARY,420-11 S 4TH ST,21001739,RPT
4/23/2021 02:21PM,210405660,PHONE,MOTOR VEH CRASH/PROP DAMAGE,NORTHWESTERN AVE/24TH ST,21001738,RPT
4/23/2021 01:19PM,210405656,PHONE,DISORDERLY CONDUCT,20TH ST/GRAND AVE,NA,NOR
4/23/2021 01:10PM,210405652,PHONE,LAW DEPARTMENT ASSIST,4901-42 TODD DR,21001737,RPT
4/23/2021 12:54PM,210405650,PHONE,RECKLESS DRIVER,HYLAND AVE/WEST ST,NA,NOR
4/23/2021 12:06PM,210405642,PHONE,THEFT / FRAUD / FORGERY,1315 MAYFIELD DR,21001736,RPT
4/23/2021 12:06PM,210405641,PHONE,OUTREACH,1331 NORTHWESTERN AVE,NA,ASC
4/23/2021 11:13AM,210405633,PHONE,RECKLESS DRIVER,5TH ST/DUFF AVE,NA,UTL
4/23/2021 11:10AM,210405630,PHONE,THEFT / FRAUD / FORGERY,400-101 S DUFF AVE,21001735,RPT
4/23/2021 11:04AM,210405626,E911,MEDICAL ASSIST/AMBULANCE CALL,220 KITTY HAWK DR,NA,ASC
4/23/2021 10:01AM,210405612,PHONE,PRIVATE TOW,3709 TRIPP ST,NA,PTOW
4/23/2021 09:24AM,210405605,PHONE,SCAM,405 5TH ST,NA,NOR
4/23/2021 09:04AM,210405600,PHONE,ANIMAL CALL,3732 TRIPP ST,NA,TOT
4/23/2021 09:04AM,210405599,SELF,TRAFFIC STOP / ENFORCEMENT,800 LINCOLN WAY,NA,WAR
4/23/2021 08:27AM,210405592,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440 GRAND AVE,NA,NRSP
4/23/2021 08:07AM,210405589,PHONE,PARKING ENFORCEMENT/COMPLAINT,2300-BLK KNAPP ST,NA,ASC
4/23/2021 08:06AM,210405588,PHONE,TRESPASS,205 S WALNUT AVE,21001731,RPT
4/23/2021 07:57AM,210405585,PHONE,MEDICAL ASSIST/AMBULANCE CALL,231 S FRANKLIN AVE,NA,NRSP
4/23/2021 07:17AM,210405578,PHONE,TRESPASS,1111 DUFF AVE,NA,NOR
4/23/2021 06:30AM,210405571,PHONE,TRESPASS,205 S WALNUT AVE,NA,ASC
4/23/2021 05:14AM,210405563,E911,MEDICAL ASSIST/AMBULANCE CALL,3300 GEORGE W CARVER AVE,NA,NRSP
4/23/2021 03:28AM,210405559,SELF,TRAFFIC STOP / ENFORCEMENT,S DAYTON AVE/ISAAC NEWTON DR,NA,WAR
4/23/2021 02:38AM,210405558,PHONE,PRIVATE TOW,530 WELCH AVE,NA,PTOW
4/23/2021 02:37AM,210405557,PHONE,PRIVATE TOW,1222 S 4TH ST,NA,PTOW
4/23/2021 01:00AM,210405549,PHONE,RECKLESS DRIVER,3300-BLK GRAND AVE,NA,UTL
4/23/2021 01:00AM,210405548,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK MAIN ST,NA,WAR
4/23/2021 12:36AM,210405542,PHONE,TRESPASS,5205 GRAND AVE,NA,ASC
4/23/2021 12:26AM,210405539,SELF,TRESPASS,5205 GRAND AVE,NA,ASC
4/23/2021 12:04AM,210405536,PHONE,DISORDERLY CONDUCT,SUNSET DR/ASH AVE,NA,NAT
4/22/2021 10:52PM,210405531,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,721 HODGE AVE,NA,UTL
4/22/2021 08:15PM,210405504,PHONE,POSSESSION UNDERAGE,823-5 WHEELER ST,21001730,RPT
4/22/2021 08:01PM,210405500,E911,MEDICAL ASSIST/AMBULANCE CALL,3300 GEORGE W CARVER AVE,NA,NRSP
4/22/2021 07:53PM,210405497,PHONE,POSSESSION UNDERAGE,2801-1300 GRAND AVE,21001729,RPT
4/22/2021 06:14PM,210405475,PHONE,POSSESSION UNDERAGE,402 MAIN ST,21001728,RPT
4/22/2021 06:01PM,210405472,PHONE,ANIMAL CALL,424 JEFFREY LN,NA,NOR
4/22/2021 06:01PM,210405470,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2415 LAKESIDE DR,NA,NRSP
4/22/2021 05:39PM,210405465,PHONE,POSSESSION UNDERAGE,3100 S DUFF AVE,21001726,RPT
4/22/2021 05:31PM,210405462,PHONE,CIVIL MATTER,4532 STEINBECK ST,NA,ASC
4/22/2021 05:24PM,210405459,PHONE,THEFT / FRAUD / FORGERY,219-9 S SHERMAN AVE,21001727,RPT
4/22/2021 05:06PM,210405456,PHONE,POSSESSION UNDERAGE,1404 S DUFF AVE,21001725,RPT
4/22/2021 04:48PM,210405451,PHONE,POSSESSION UNDERAGE,1620-107 S KELLOGG AVE,21001724,RPT
4/22/2021 04:39PM,210405450,PHONE,ANIMAL CALL,519 S DUFF AVE,NA,NOR
4/22/2021 04:15PM,210405445,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
4/22/2021 04:08PM,210405442,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,110 MCDONALD DR,NA,UTL
4/22/2021 04:06PM,210405441,PHONE,THEFT / FRAUD / FORGERY,1712 E LINCOLN WAY,21001723,RPT
4/22/2021 03:34PM,210405434,PHONE,DOMESTIC DISPUTE,517-102 LINCOLN WAY,21001721,RPT
4/22/2021 03:32PM,210405433,WALK,BURGLARY / ATTEMPTED BURGLARY,805-203S CORAL DR,21001722,RPT
4/22/2021 03:15PM,210405428,PHONE,TRAFFIC HAZARD,1400-BLK CRESCENT ST,NA,NAT
4/22/2021 03:12PM,210405427,PHONE,POSSESSION UNDERAGE,631 LINCOLN WAY,21001720,RPT
4/22/2021 03:05PM,210405426,PHONE,THEFT / FRAUD / FORGERY,515 CLARK AVE,NA,NOR
4/22/2021 02:56PM,210405425,PHONE,PARKING ENFORCEMENT/COMPLAINT,815 N 2ND ST,NA,NOR
4/22/2021 02:46PM,210405422,PHONE,PRIVATE TOW,119 STANTON AVE,NA,PTOW
4/22/2021 01:04PM,210405394,WALK,THEFT / FRAUD / FORGERY,2132 SUNSET DR,21001719,RPT
4/22/2021 12:48PM,210405389,PHONE,DISORDERLY CONDUCT,320 S DUFF AVE,NA,NOR
4/22/2021 11:35AM,210405382,PHONE,REPOSSESSION,223 CRYSTAL ST,NA,REPO
4/22/2021 11:32AM,210405380,PHONE,PARKING ENFORCEMENT/COMPLAINT,3819 HYDE AVE,NA,NOR
4/22/2021 10:59AM,210405375,PHONE,PRIVATE TOW,300 STANTON AVE,NA,PTOW
4/22/2021 10:58AM,210405374,PHONE,PRIVATE TOW,119 STANTON AVE,NA,PTOW
4/22/2021 10:50AM,210405371,SELF,MOTOR VEH CRASH/PROP DAMAGE,100-BLK SE 16TH ST,21001718,RPT
4/22/2021 10:49AM,210405370,PHONE,MOTOR VEH CRASH/PROP DAMAGE,2102 SUNSET DR,NA,CBC
4/22/2021 10:44AM,210405367,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,515 CLARK AVE,NA,NOR
4/22/2021 10:37AM,210405363,PHONE,CIVIL MATTER,4532 STEINBECK ST,NA,ASC
4/22/2021 10:08AM,210405353,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2907 NORTHWOOD DR,NA,NRSP
4/22/2021 09:28AM,210405342,PHONE,BURGLARY / ATTEMPTED BURGLARY,2214 SE 5TH ST,21001716,RPT
4/22/2021 08:43AM,210405332,SELF,POSSESSION UNDERAGE,1921 AMES HIGH DR,21001715,RPT
4/22/2021 08:17AM,210405325,PHONE,PRIVATE TOW,159 SHELDON AVE,NA,PTOW
4/22/2021 08:13AM,210405323,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,1111 DUFF AVE,NA,DUP
4/22/2021 07:28AM,210405318,PHONE,GENERAL ALARM BANK / RESIDENTI,1111 DUFF AVE,NA,BIL
4/22/2021 05:56AM,210405313,PHONE,GENERAL ALARM BANK / RESIDENTI,1111 DUFF AVE,NA,BIL
4/22/2021 05:09AM,210405310,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/MORTENSEN RD,NA,WAR
4/22/2021 04:50AM,210405308,PHONE,BURGLARY / ATTEMPTED BURGLARY,823-32 WHEELER ST,21001713,RPT
4/22/2021 04:39AM,210405307,PHONE,THEFT OF MOTOR VEHICLE,2100-BLK BARR DR,21001714,RPT
4/22/2021 03:36AM,210405306,PHONE,GENERAL ALARM BANK / RESIDENTI,424 MAIN ST,NA,BIL
4/22/2021 03:16AM,210405305,PHONE,DISTURBANCE & NOISE PARTY,COVE DR/S GRAND AVE,NA,NOR
4/22/2021 02:23AM,210405303,PHONE,VANDALISM / CRIMINAL MISCHIEF,100-BLK LYNN AVE,21001712,RPT
4/22/2021 02:17AM,210405302,SELF,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/DAYTON AVE,NA,WAR
4/22/2021 02:13AM,210405301,W911,911 HANG UP / INCOMPLETE CALL,150 CAMPUS AVE,NA,UTL
4/22/2021 12:22AM,210405291,SELF,POSSESSION UNDERAGE,109 WELCH AVE,21001711,RPT
4/22/2021 12:22AM,210405290,PHONE,TRESPASS,3905 TRIPP ST,NA,UTL
4/22/2021 12:07AM,210405288,SELF,POSSESSION UNDERAGE,121 WELCH AVE,21001710,RPT
4/21/2021 11:20PM,210405284,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1400-207 S DAYTON PL,NA,DUP
4/21/2021 11:17PM,210405283,PHONE,TRESPASS,1400 S DAYTON PL,NA,NOR
4/21/2021 10:56PM,210405280,PHONE,SUBJECT WITH WEAPON,1828-4 DOUGLAS AVE,21001709,RPT
4/21/2021 08:03PM,210405258,PHONE,HARASSMENT,1501 KELLOGG AVE,NA,NOR
4/21/2021 07:54PM,210405256,PHONE,DISTURBANCE & NOISE PARTY,6TH ST/BURNETT AVE,NA,NOR
4/21/2021 07:23PM,210405249,PHONE,THEFT / FRAUD / FORGERY,425 WELCH AVE,21001708,RPT
4/21/2021 06:40PM,210405235,SELF,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/S BORNE AVE,NA,CIT
4/21/2021 06:13PM,210405225,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-157 GEORGE W CARVER AVE,NA,NRSP
4/21/2021 05:55PM,210405218,PHONE,ANIMAL CALL,1800-BLK PHILADELPHIA ST,NA,INFO
4/21/2021 05:54PM,210405217,SELF,TRAFFIC STOP / ENFORCEMENT,S 4TH ST/S WALNUT AVE,NA,CIT
4/21/2021 05:46PM,210405215,PHONE,CAR SEAT CHECK OR INSTALLATION,515 CLARK AVE,NA,ASC
4/21/2021 05:22PM,210405209,PHONE,CIVIL MATTER,4409-111 ONTARIO ST,NA,NOR
4/21/2021 04:54PM,210405201,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2310-24 24TH ST,NA,NRSP
4/21/2021 04:53PM,210405199,SELF,TRAFFIC STOP / ENFORCEMENT,100 MAIN ST,NA,CIT
4/21/2021 04:48PM,210405198,PHONE,HIT & RUN PROPERTY DAMAGE,319 S 17TH ST,NA,NOR
4/21/2021 04:38PM,210405193,PHONE,DISORDERLY CONDUCT,4315 MARICOPA DR,21001707,RPT
4/21/2021 04:36PM,210405192,SELF,TRAFFIC STOP / ENFORCEMENT,8TH ST/GRAND AVE,NA,WAR
4/21/2021 04:21PM,210405187,SELF,TRAFFIC STOP / ENFORCEMENT,129 S DUFF AVE,NA,NOR
