Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/11/2021 07:27PM,210202769,PHONE,MOTOR VEH CRASH/PROP DAMAGE,ASH AVE/LINCOLN WAY,21000622,RPT
2/11/2021 07:17PM,210202768,PHONE,DISORDERLY CONDUCT,207 S DUFF AVE,NA,NOR
2/11/2021 07:17PM,210202768,PHONE,DISORDERLY CONDUCT,207 S DUFF AVE,NA,NOR
2/11/2021 07:14PM,210202765,PHONE,MOTOR VEH CRASH/PROP DAMAGE,W 190TH ST/GRANT AVE,21000621,RPT
2/11/2021 06:19PM,210202762,SELF,OUTREACH,216-103 STANTON AVE,NA,NOR
2/11/2021 06:01PM,210202757,PHONE,MOTOR VEH CRASH / UNK INJURY,149 MM US HIGHWAY 30 W,NA,UTL
2/11/2021 05:54PM,210202756,PHONE,GENERAL ALARM BANK / RESIDENTI,500 5TH ST,NA,BIL
2/11/2021 05:24PM,210202753,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S 4TH ST/S GRAND AVE,21000620,RPT
2/11/2021 05:18PM,210202749,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1321 NIXON CIR,NA,NRSP
2/11/2021 05:10PM,210202744,PHONE,HARASSMENT,440-223 E 7TH ST,NA,NOR
2/11/2021 04:52PM,210202742,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S DUFF AVE/S 16TH ST,21000619,RPT
2/11/2021 04:19PM,210202738,PHONE,MOTOR VEH CRASH/PROP DAMAGE,SE 16TH ST/S DAYTON AVE,NA,NOR
2/11/2021 04:15PM,210202737,PHONE,JUVENILE TROUBLE,3803 BROOKDALE AVE,21000618,RPT
2/11/2021 04:11PM,210202736,PHONE,MOTOR VEH CRASH/PROP DAMAGE,2515 UNIVERSITY BLVD,21000617,RPT
2/11/2021 03:46PM,210202730,PHONE,MOTOR VEH CRASH/PROP DAMAGE,100-BLK BEEDLE DR,21000616,RPT
2/11/2021 03:40PM,210202728,PHONE,MOTOR VEH CRASH/PROP DAMAGE,5316 THACKERAY DR,21000615,RPT
2/11/2021 03:30PM,210202727,PHONE,CIVIL MATTER,4332 MARICOPA DR,NA,NOR
2/11/2021 03:26PM,210202724,PHONE,MOTOR VEH CRASH/PROP DAMAGE,CLARK AVE/18TH ST,21000614,RPT
2/11/2021 03:09PM,210202720,PHONE,PARKING ENFORCEMENT/COMPLAINT,OAKLAND ST/FRANKLIN AVE,NA,NOR
2/11/2021 02:50PM,210202717,PHONE,MOTOR VEH CRASH/PROP DAMAGE,RIDGEWOOD AVE/13TH ST,21000613,RPT
2/11/2021 02:39PM,210202713,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2128 FERNDALE AVE,NA,NRSP
2/11/2021 02:22PM,210202708,PHONE,SCAM,420-103 E 7TH ST,21000612,RPT
2/11/2021 01:51PM,210202705,PHONE,PARKING ENFORCEMENT/COMPLAINT,1300-BLK WILSON AVE,NA,ASC
2/11/2021 01:32PM,210202700,SELF,PARKING ENFORCEMENT/COMPLAINT,307 DOTSON DR,NA,NOR
2/11/2021 01:17PM,210202697,PHONE,THEFT / FRAUD / FORGERY,640 LINCOLN WAY,NA,NOR
2/11/2021 12:48PM,210202694,PHONE,DISORDERLY CONDUCT,207 S DUFF AVE,NA,NOR
2/11/2021 12:45PM,210202693,PHONE,BURGLARY / ATTEMPTED BURGLARY,800 PINON DR,21000610,RPT
2/11/2021 12:18PM,210202688,PHONE,MOTOR VEH CRASH/PROP DAMAGE,6TH ST/N UNIVERSITY BLVD,NA,TOT
2/11/2021 11:31AM,210202679,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LINCOLN WAY/DUFF AVE,21000609,RPT
2/11/2021 11:29AM,210202677,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1105 OKLAHOMA DR,NA,NRSP
2/11/2021 11:23AM,210202674,PHONE,DISORDERLY CONDUCT,143-204 SHELDON AVE,NA,ASC
2/11/2021 11:23AM,210202674,PHONE,DISORDERLY CONDUCT,143-204 SHELDON AVE,NA,ASC
2/11/2021 10:41AM,210202661,PHONE,GENERAL ALARM BANK / RESIDENTI,159 SHELDON AVE,NA,BIL
2/11/2021 10:37AM,210202658,SELF,TRAFFIC STOP / ENFORCEMENT,3830 ONTARIO ST,NA,WAR
2/11/2021 10:35AM,210202655,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2205 GREEN HILLS DR,NA,NRSP
2/11/2021 10:29AM,210202651,SELF,TRAFFIC STOP / ENFORCEMENT,1200-BLK DELAWARE AVE,NA,WAR
2/11/2021 10:08AM,210202644,SELF,TRAFFIC STOP / ENFORCEMENT,3700-BLK ONTARIO ST,NA,CIT
2/11/2021 09:23AM,210202636,PHONE,SCAM,3614-105 FALCON AVE,21000608,RPT
2/11/2021 09:09AM,210202634,SELF,TRAFFIC STOP / ENFORCEMENT,3628 ONTARIO ST,NA,WAR
2/11/2021 09:01AM,210202633,SELF,TRAFFIC STOP / ENFORCEMENT,3830 ONTARIO ST,NA,WAR
2/11/2021 08:55AM,210202630,SELF,MOTORIST ASSISTANCE,1800-BLK GRAND AVE,NA,ASC
2/11/2021 08:52AM,210202629,SELF,MOTOR VEH CRASH/PROP DAMAGE,1921 AMES HIGH DR,21000607,RPT
2/11/2021 08:48AM,210202628,SELF,TRAFFIC STOP / ENFORCEMENT,3914 ONTARIO ST,NA,CIT
2/11/2021 08:47AM,210202626,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3500-30 GRAND AVE,NA,NAT
2/11/2021 08:32AM,210202622,PHONE,RECKLESS DRIVER,DUFF AVE/LINCOLN WAY,NA,INFO
2/11/2021 08:32AM,210202621,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/ALABAMA LN,NA,WAR
2/11/2021 08:10AM,210202618,SELF,MISSING PERSON / RUNAWAY,4345-7 MARICOPA DR,NA,TEST
2/11/2021 04:50AM,210202600,E911,MEDICAL ASSIST/AMBULANCE CALL,3440 GRAND AVE,NA,NRSP
2/11/2021 03:01AM,210202594,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3305 STANGE RD,NA,NRSP
2/11/2021 02:13AM,210202591,PHONE,PARKING ENFORCEMENT/COMPLAINT,S OAK AVE/S 2ND ST,NA,CIT
2/11/2021 01:43AM,210202590,SELF,CITIZEN CONTACT,129 S DUFF AVE,NA,NOR
2/10/2021 11:58PM,210202585,SELF,TRAFFIC STOP / ENFORCEMENT,3500-BLK LINCOLN WAY,21000606,ARR
2/10/2021 11:20PM,210202580,W911,DISORDERLY CONDUCT,3500-30 GRAND AVE,NA,ASC
2/10/2021 10:55PM,210202571,W911,FIRE STRUCTURE,143 SHELDON AVE,NA,NRSP
2/10/2021 10:13PM,210202564,PHONE,FIRE ALARM,611-2 KELLOGG AVE,21000605,RPT
2/10/2021 07:55PM,210202546,PHONE,MEDICAL ASSIST/AMBULANCE CALL,428-17 STONEHAVEN DR,NA,NRSP
2/10/2021 07:47PM,210202544,PHONE,MOTORIST ASSISTANCE,US HIGHWAY 30/S DUFF AVE,NA,NOR
2/10/2021 05:17PM,210202524,PHONE,ANIMAL CALL,200-BLK MAIN ST,NA,INFO
2/10/2021 04:34PM,210202519,PHONE,THEFT / FRAUD / FORGERY,2901 GRAND AVE,21000603,ARR
2/10/2021 04:19PM,210202514,PHONE,MOTOR VEH CRASH/PROP DAMAGE,640 LINCOLN WAY,21000602,RPT
2/10/2021 03:21PM,210202501,PHONE,TRESPASS,321-239 S 5TH ST,21000601,RPT
2/10/2021 03:01PM,210202498,PHONE,HARASSMENT,4611-315 MORTENSEN RD,21000600,RPT
2/10/2021 02:25PM,210202491,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LINCOLN WAY/MORRILL RD,21000598,RPT
2/10/2021 02:24PM,210202490,PHONE,PARKING ENFORCEMENT/COMPLAINT,703-101 S DUFF AVE,NA,NOR
2/10/2021 02:18PM,210202488,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440-208 GRAND AVE,NA,NRSP
2/10/2021 01:55PM,210202482,PHONE,THEFT / FRAUD / FORGERY,1338 WALTON DR,21000596,RPT
2/10/2021 01:40PM,210202479,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4912-431 MORTENSEN RD,NA,DUP
2/10/2021 01:34PM,210202476,PHONE,DOMESTIC DISPUTE,1400-109 S DAYTON PL,21000597,ARR
2/10/2021 01:19PM,210202469,PHONE,BURGLARY / ATTEMPTED BURGLARY,3502 LINCOLN WAY,21000595,RPT
2/10/2021 12:43PM,210202462,PHONE,MOTORIST ASSISTANCE,3200-BLK ROY KEY AVE,NA,ASC
2/10/2021 12:09PM,210202458,PHONE,THEFT / FRAUD / FORGERY,3800 LINCOLN WAY,21000594,RPT
2/10/2021 12:06PM,210202456,PHONE,MOTORIST ASSISTANCE,MORTENSEN RD/SEAGRAVE BLVD,NA,NOR
2/10/2021 11:41AM,210202454,PHONE,HARASSMENT,515 CLARK AVE,21000593,RPT
2/10/2021 11:38AM,210202452,PHONE,PRIORITY MEDICAL ASSIST,515 CLARK AVE,NA,TEST
2/10/2021 11:27AM,210202450,PHONE,DISORDERLY CONDUCT,1111 DUFF AVE,NA,NOR
2/10/2021 11:22AM,210202448,PHONE,ELEVATOR ASSIST,2121 SUNSET DR,NA,CBC
2/10/2021 11:05AM,210202446,PHONE,PARKING ENFORCEMENT/COMPLAINT,112 S WILMOTH AVE,NA,NOR
2/10/2021 10:56AM,210202444,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,5344 MORTENSEN RD,NA,NOR
2/10/2021 09:50AM,210202426,PHONE,THEFT / FRAUD / FORGERY,2311 CAMDEN DR,21000592,RPT
2/10/2021 09:16AM,210202415,PHONE,PARKING ENFORCEMENT/COMPLAINT,424 TEAGARDEN DR,NA,NOR
2/10/2021 09:07AM,210202414,SELF,OUTREACH,423 MAIN ST,NA,NOR
2/10/2021 08:22AM,210202407,PHONE,THEFT / FRAUD / FORGERY,2600 TIMBERLAND RD,21000591,RPT
2/10/2021 07:32AM,210202396,PHONE,MOTORIST ASSISTANCE,UNIVERSITY BLVD/US HIGHWAY 30 RAMP,NA,ASC
2/10/2021 06:48AM,210202392,SELF,TRAFFIC STOP / ENFORCEMENT,1300-BLK LINCOLN WAY,NA,WAR
2/10/2021 06:26AM,210202391,W911,JUVENILE TROUBLE,1011 FLORIDA AVE,NA,ASC
