Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
6/6/2022 03:05PM,220601483,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3306-8 GRAND AVE,NA,NAT
6/6/2022 03:01PM,220601480,PHONE,SCAM,2412 FERNDALE AVE,NA,ASC
6/6/2022 02:44PM,220601474,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3306-8 GRAND AVE,NA,NRSP
6/6/2022 01:55PM,220601466,PHONE,SCAM,4205 CARTIER AVE,22001972,RPT
6/6/2022 01:11PM,220601461,PHONE,REPOSSESSION,823 BURNETT AVE,NA,REPO
6/6/2022 12:15PM,220601453,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,703 CRAWFORD AVE,NA,ASC
6/6/2022 12:10PM,220601451,PHONE,RECKLESS DRIVER,STANGE RD/BLOOMINGTON RD,NA,UTL
6/6/2022 11:27AM,220601446,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440-406 GRAND AVE,NA,NRSP
6/6/2022 10:38AM,220601431,E911,MEDICAL ASSIST/AMBULANCE CALL,428-16 STONEHAVEN DR,NA,NRSP
6/6/2022 10:25AM,220601427,PHONE,CIVIL MATTER,1418 S DAYTON PL,NA,ASC
6/6/2022 09:56AM,220601419,PHONE,REPOSSESSION,217 S 5TH ST,NA,REPO
6/6/2022 09:46AM,220601414,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3001-222 REGENCY CT,NA,NRSP
6/6/2022 09:32AM,220601411,PHONE,TRESPASS,201 E LINCOLN WAY,NA,ASC
6/6/2022 09:28AM,220601410,PHONE,THEFT / FRAUD / FORGERY,421 STONEHAVEN DR,22001970,RPT
6/6/2022 09:21AM,220601406,PHONE,CIVIL MATTER,4112-203 LINCOLN SWING,NA,NOR
6/6/2022 09:09AM,220601403,PHONE,THEFT / FRAUD / FORGERY,3612 STANGE RD,22001971,RPT
6/6/2022 08:56AM,220601400,E911,MEDICAL ASSIST/AMBULANCE CALL,1801-J16 20TH ST,NA,NRSP
6/6/2022 08:44AM,220601398,PHONE,SCAM,3732-533 TRIPP ST,NA,NOR
6/6/2022 08:38AM,220601396,PHONE,TRESPASS,225 S KELLOGG AVE,NA,ASC
6/6/2022 08:31AM,220601394,PHONE,THEFT / FRAUD / FORGERY,431 WHITNEY AVE,22001969,RPT
6/6/2022 08:29AM,220601391,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,UTL
6/6/2022 07:54AM,220601385,PHONE,PARKING ENFORCEMENT/COMPLAINT,4325 TODD DR,NA,UTL
6/6/2022 07:20AM,220601375,PHONE,THEFT / FRAUD / FORGERY,412 HAYWARD AVE,22001968,RPT
6/6/2022 07:08AM,220601370,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1706 LEDGES DR,NA,ASC
6/6/2022 06:48AM,220601366,PHONE,MEDICAL ASSIST/AMBULANCE CALL,919-201 S 16TH ST,NA,NRSP
6/6/2022 06:45AM,220601362,PHONE,TESTING OR INSTALLING,515 CLARK AVE,NA,NRSP
6/6/2022 06:31AM,220601361,PHONE,911 HANG UP / INCOMPLETE CALL,515 CLARK AVE,NA,INFO
6/6/2022 03:20AM,220601341,PHONE,EQUIPMENT/SIGN MALFUNCTION,WELCH AVE/STORM ST,NA,ASC
6/6/2022 02:21AM,220601334,E911,911 HANG UP / INCOMPLETE CALL,1120 MARSTON AVE,NA,NOR
6/6/2022 02:01AM,220601327,PHONE,CITIZEN CONTACT,221-25 S OAK AVE,NA,ASC
6/6/2022 01:55AM,220601326,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2137 ISAAC NEWTON DR,NA,ASC
6/6/2022 01:43AM,220601324,W911,DISORDERLY CONDUCT,318 E LINCOLN WAY,NA,UTL
6/6/2022 01:40AM,220601323,PHONE,HARASSMENT,515 CLARK AVE,NA,ASC
6/6/2022 01:10AM,220601315,W911,MEDICAL ASSIST/AMBULANCE CALL,2611-123 LUTHER DR,NA,NRSP
6/6/2022 12:05AM,220601301,E911,MEDICAL ASSIST/AMBULANCE CALL,4912-514 MORTENSEN RD,NA,NRSP
6/5/2022 10:51PM,220601295,PHONE,BURGLARY / ATTEMPTED BURGLARY,440-222 E 7TH ST,NA,CBC
6/5/2022 10:02PM,220601291,PHONE,HARASSMENT,3306-12 GRAND AVE,NA,ASC
6/5/2022 08:50PM,220601285,PHONE,DISORDERLY CONDUCT,421 S DUFF AVE,NA,CBC
6/5/2022 08:21PM,220601278,PHONE,TRESPASS,3105 GRAND AVE,NA,UTL
6/5/2022 08:19PM,220601277,PHONE,GENERAL ALARM BANK / RESIDENTI,421 S DUFF AVE,NA,BIL
6/5/2022 08:03PM,220601275,PHONE,DISORDERLY CONDUCT,4216-8 LINCOLN SWING,NA,NOR
6/5/2022 07:35PM,220601272,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,534 S DUFF AVE,NA,UTL
6/5/2022 07:25PM,220601271,PHONE,DOMESTIC DISPUTE,1248 WISCONSIN AVE,NA,NOR
6/5/2022 07:11PM,220601268,PHONE,DISTURBANCE & NOISE PARTY,4912-233 MORTENSEN RD,NA,NOR
6/5/2022 07:02PM,220601265,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4719-209 MORTENSEN RD,NA,NRSP
6/5/2022 06:41PM,220601262,PHONE,EQUIPMENT/SIGN MALFUNCTION,ASH AVE/GABLE LN,NA,MAIN
6/5/2022 06:00PM,220601256,PHONE,MOTORIST ASSISTANCE,CHESTNUT ST/S DUFF AVE,NA,NOR
6/5/2022 05:29PM,220601251,PHONE,VANDALISM / CRIMINAL MISCHIEF,1515 FLORIDA AVE,22001966,RPT
6/5/2022 05:00PM,220601248,PHONE,MEDICAL ASSIST/AMBULANCE CALL,233-3 SHELDON AVE,NA,NRSP
6/5/2022 04:45PM,220601243,PHONE,PARKING ENFORCEMENT/COMPLAINT,706 24TH ST,NA,INFO
6/5/2022 04:15PM,220601231,PHONE,BURGLARY / ATTEMPTED BURGLARY,4901 SCHUBERT ST,22001965,RPT
6/5/2022 04:13PM,220601230,PHONE,TRESPASS,231 E 9TH ST,NA,NOR
6/5/2022 03:48PM,220601225,SELF,MOTORIST ASSISTANCE,OAKWOOD RD/BOBCAT DR,NA,ASC
6/5/2022 03:37PM,220601223,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2101-T11 OAKWOOD RD,NA,ASC
6/5/2022 03:12PM,220601221,PHONE,GENERAL ALARM BANK / RESIDENTI,129 S DUFF AVE,NA,NBA
6/5/2022 02:09PM,220601215,PHONE,JUVENILE TROUBLE,703 BURNETT AVE,NA,ASC
6/5/2022 12:18PM,220601201,PHONE,JUVENILE TROUBLE,218 S WALNUT AVE,22001964,RPT
6/5/2022 11:56AM,220601194,PHONE,MEDICAL ASSIST/AMBULANCE CALL,519 S DUFF AVE,NA,GIE
6/5/2022 11:28AM,220601191,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440-508 GRAND AVE,NA,NRSP
6/5/2022 11:26AM,220601188,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4136-306 LINCOLN SWING,NA,NRSP
6/5/2022 10:37AM,220601184,PHONE,CIVIL MATTER,209-113 S OAK AVE,NA,ASC
6/5/2022 10:31AM,220601182,PHONE,BURGLARY TO MOTOR VEHICLE,3321 PERIDOT AVE,22001962,RPT
6/5/2022 10:18AM,220601180,PHONE,HARASSMENT,221-208 CRYSTAL ST,22001963,RPT
6/5/2022 10:17AM,220601178,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1801-H12 20TH ST,NA,GIE
6/5/2022 09:04AM,220601172,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,FREEL DR/SE 5TH ST,NA,NOR
6/5/2022 08:49AM,220601169,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440-101 GRAND AVE,NA,NRSP
6/5/2022 08:20AM,220601166,PHONE,GENERAL ALARM BANK / RESIDENTI,1111 DUFF AVE,NA,NBA
6/5/2022 08:04AM,220601162,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3600 LINCOLN WAY,NA,NOR
6/5/2022 07:39AM,220601159,PHONE,CIVIL MATTER,4634 HEMINGWAY DR,NA,NOR
6/5/2022 07:07AM,220601156,PHONE,GENERAL ALARM BANK / RESIDENTI,1901 E LINCOLN WAY,NA,BIL
6/5/2022 07:06AM,220601155,PHONE,SHOTS FIRED,2318 JENSEN AVE,NA,UTL
6/5/2022 06:35AM,220601150,E911,MEDICAL ASSIST/AMBULANCE CALL,4912-514 MORTENSEN RD,NA,NRSP
6/5/2022 06:20AM,220601146,PHONE,MEDICAL ASSIST/AMBULANCE CALL,124 S HAZEL AVE,NA,NRSP
6/5/2022 05:19AM,220601140,SELF,DISORDERLY CONDUCT,2321-100 NORTH LOOP DR,NA,NOR
6/5/2022 04:40AM,220601134,W911,GENERAL ASSAULT,2321-100 NORTH LOOP DR,22001961,RPT
6/5/2022 03:43AM,220601129,E911,DISORDERLY CONDUCT,209-113 S OAK AVE,22001959,RPT
6/5/2022 03:17AM,220601127,PHONE,HARASSMENT,4409-5 TORONTO ST,22001960,ARR
6/5/2022 03:10AM,220601125,PHONE,DISTURBANCE & NOISE PARTY,3600-BLK WOODLAND ST,NA,UTL
6/5/2022 02:52AM,220601123,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1605 6TH ST,NA,ASC
6/5/2022 02:22AM,220601121,SELF,LAW DEPARTMENT ASSIST,LINCOLN WAY/GRAND AVE,NA,NOR
6/5/2022 01:49AM,220601117,E911,DISORDERLY CONDUCT,1231-11 NORTH DAKOTA AVE,NA,NAT
6/5/2022 01:19AM,220601114,PHONE,HARASSMENT,430-112 E 7TH ST,22001958,RPT
6/5/2022 12:38AM,220601106,PHONE,DISTURBANCE & NOISE PARTY,CALHOUN AVE/ADAMS ST,NA,NOR
6/4/2022 11:50PM,220601101,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,428 26TH ST,NA,ASC
6/4/2022 11:25PM,220601097,E911,DOMESTIC DISPUTE,1006-68 S DAYTON PL,22001957,ARR
6/4/2022 10:23PM,220601087,PHONE,MOTORIST ASSISTANCE,SOUTH DAKOTA AVE/US HIGHWAY 30,NA,NOR
6/4/2022 10:13PM,220601084,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,WAR
6/4/2022 09:44PM,220601080,PHONE,MISSING PERSON / RUNAWAY,1011 FLORIDA AVE,NA,NOR
6/4/2022 09:33PM,220601079,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,WAR
6/4/2022 09:02PM,220601074,SELF,TRAFFIC STOP / ENFORCEMENT,300-BLK LINCOLN WAY,NA,WAR
6/4/2022 08:40PM,220601071,PHONE,DISORDERLY CONDUCT,129 HAYWARD AVE,NA,NOR
6/4/2022 08:32PM,220601069,SELF,TRAFFIC STOP / ENFORCEMENT,ASH AVE/GABLE LN,NA,CIT
6/4/2022 08:05PM,220601066,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/28TH ST,NA,CIT
6/4/2022 08:03PM,220601065,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3612 STANGE RD,NA,UTL
6/4/2022 07:57PM,220601062,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1924 24TH ST,NA,NRSP
6/4/2022 07:54PM,220601059,PHONE,MEDICAL ASSIST/AMBULANCE CALL,507 BELLFLOWER DR,NA,NRSP
6/4/2022 07:45PM,220601056,PHONE,ANIMAL CALL,2517-311 JENSEN AVE,NA,ASC
6/4/2022 07:33PM,220601045,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1012 GRAND AVE,NA,NRSP
6/4/2022 07:33PM,220601044,PHONE,VEHICLE FIRE,132 WELCH AVE,NA,ACC
6/4/2022 07:22PM,220601035,PHONE,TRESPASS,1404 CRESCENT ST,NA,ASC
6/4/2022 07:01PM,220601033,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,119-3 HYLAND AVE,NA,ASC
6/4/2022 06:49PM,220601030,PHONE,JUVENILE TROUBLE,4715 HUTCHISON ST,NA,ASC
6/4/2022 06:45PM,220601028,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-184 GEORGE W CARVER AVE,NA,NRSP
6/4/2022 05:56PM,220601017,PHONE,MEDICAL ASSIST/AMBULANCE CALL,207 S DUFF AVE,NA,NRSP
6/4/2022 05:53PM,220601012,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3441 SOUTHDALE DR,NA,NRSP
6/4/2022 05:44PM,220601008,PHONE,RECKLESS DRIVER,INTERSTATE 35/US HIGHWAY 30,NA,INFO
6/4/2022 05:37PM,220600999,PHONE,DISORDERLY CONDUCT,1130 SCHOLL RD,NA,ASC
6/4/2022 04:47PM,220600993,PHONE,LAW DEPARTMENT ASSIST,16124 PLEASANT VALLEY RD,NA,ASC
6/4/2022 04:47PM,220600993,PHONE,LAW DEPARTMENT ASSIST,16124 PLEASANT VALLEY RD,NA,ASC
6/4/2022 03:30PM,220600979,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/WELCH RD,22001955,RPT
6/4/2022 03:28PM,220600978,PHONE,RECKLESS DRIVER,LINCOLN WAY/WILMOTH AVE,NA,UTL
6/4/2022 02:39PM,220600969,E911,MEDICAL ASSIST/AMBULANCE CALL,700 SE 16TH ST,NA,NRSP
6/4/2022 02:37PM,220600966,PHONE,PARKING ENFORCEMENT/COMPLAINT,ROXBORO DR/GRAYHAWK AVE,NA,NOR
6/4/2022 02:19PM,220600963,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3404 COY ST,NA,UTL
6/4/2022 01:27PM,220600956,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/MINNESOTA AVE,NA,CIT
6/4/2022 01:00PM,220600953,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/8TH ST,22001953,RPT
6/4/2022 12:45PM,220600950,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1404 S DUFF AVE,NA,NRSP
6/4/2022 12:41PM,220600946,PHONE,MOTOR VEH CRASH/PROP DAMAGE,DUFF AVE/6TH ST,22001954,RPT
6/4/2022 11:47AM,220600937,PHONE,PARKING ENFORCEMENT/COMPLAINT,406 KEN MARIL RD,NA,ASC
6/4/2022 11:40AM,220600936,PHONE,LAW DEPARTMENT ASSIST,4103 CRESTMOOR AVE,NA,NOR
6/4/2022 11:40AM,220600935,PHONE,DISORDERLY CONDUCT,3306-8 GRAND AVE,NA,ASC
6/4/2022 11:00AM,220600929,SELF,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/SUMNER AVE,NA,CIT
6/4/2022 10:35AM,220600925,PHONE,PARKING ENFORCEMENT/COMPLAINT,239 KELLOGG AVE,NA,NOR
6/4/2022 09:57AM,220600922,PHONE,TRESPASS,3709 TRIPP ST,NA,CBC
6/4/2022 09:29AM,220600917,PHONE,THEFT / FRAUD / FORGERY,DOUGLAS AVE/6TH ST,22001952,RPT
6/4/2022 09:28AM,220600916,PHONE,PARKING ENFORCEMENT/COMPLAINT,340 WILDER BLVD,NA,NOR
6/4/2022 09:21AM,220600914,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2920 HARRISON RD,NA,NRSP
6/4/2022 07:56AM,220600903,PHONE,TRAFFIC HAZARD,100-BLK WELCH AVE,NA,NOR
6/4/2022 07:37AM,220600901,PHONE,BURGLARY TO MOTOR VEHICLE,221 CRYSTAL ST,22001950,RPT
6/4/2022 07:34AM,220600900,PHONE,CIVIL MATTER,1111 DUFF AVE,NA,ASC
6/4/2022 07:27AM,220600898,PHONE,ANIMAL CALL,3200-BLK WEST ST,NA,NOR
6/4/2022 06:43AM,220600895,PHONE,VANDALISM / CRIMINAL MISCHIEF,132 WELCH AVE,22001951,RPT
6/4/2022 05:40AM,220600890,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,UNIVERSITY BLVD/MORTENSEN PKWY,NA,UTL
6/4/2022 03:35AM,220600880,E911,SUSPICIOUS PERSON/VEH/ACTIVITY,2122 LINCOLN WAY,22001949,ARR
6/4/2022 02:51AM,220600875,E911,PUBLIC INTOXICATION,919-213 S 16TH ST,22001948,ARR
6/4/2022 02:07AM,220600872,PHONE,DISTURBANCE & NOISE PARTY,3306-12 GRAND AVE,NA,NRSP
6/4/2022 12:48AM,220600864,E911,DISORDERLY CONDUCT,4100 HASTINGS AVE,22001947,ARR
6/4/2022 12:08AM,220600856,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/STANTON AVE,NA,CIT
6/3/2022 11:51PM,220600853,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
6/3/2022 11:37PM,220600850,W911,DISORDERLY CONDUCT,1107 28TH ST,NA,NOR
6/3/2022 11:20PM,220600848,PHONE,CIVIL MATTER,611-2 KELLOGG AVE,NA,NOR
6/3/2022 10:15PM,220600842,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3300-175 GEORGE W CARVER AVE,NA,INFO
6/3/2022 09:58PM,220600838,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4208 HASTINGS AVE,NA,NOR
6/3/2022 09:48PM,220600836,PHONE,DISTURBANCE & NOISE PARTY,3306-12 GRAND AVE,NA,NOR
6/3/2022 09:31PM,220600832,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1000-BLK GARFIELD AVE,NA,UTL
6/3/2022 09:29PM,220600829,PHONE,SHOTS FIRED,3727 ONTARIO ST,NA,DUP
6/3/2022 09:19PM,220600826,PHONE,JUVENILE TROUBLE,4715 HUTCHISON ST,NA,NOR
6/3/2022 07:56PM,220600814,PHONE,THEFT / FRAUD / FORGERY,4611-218 MORTENSEN RD,22001946,RPT
6/3/2022 07:43PM,220600811,PHONE,MEDICAL ASSIST/AMBULANCE CALL,221-202 CRYSTAL ST,NA,NRSP
6/3/2022 07:36PM,220600808,PHONE,DISORDERLY CONDUCT,219-108 CRYSTAL ST,22001944,ARR
6/3/2022 07:32PM,220600806,PHONE,MEDICAL ASSIST/AMBULANCE CALL,5429 WESTFIELD DR,NA,NRSP
6/3/2022 07:29PM,220600804,PHONE,ANIMAL CALL,320-104 STANTON AVE,NA,INFO
6/3/2022 07:25PM,220600802,PHONE,THEFT / FRAUD / FORGERY,2901 GRAND AVE,22001943,RPT
6/3/2022 07:13PM,220600789,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2801-1015 GRAND AVE,NA,INFO
6/3/2022 07:09PM,220600786,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1111 DUFF AVE,NA,NOR
6/3/2022 07:09PM,220600786,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1111 DUFF AVE,NA,NOR
6/3/2022 06:45PM,220600780,PHONE,CIVIL MATTER,217 E 6TH ST,NA,INFO
6/3/2022 06:43PM,220600779,PHONE,BURGLARY / ATTEMPTED BURGLARY,1404 CRESCENT ST,NA,NOR
6/3/2022 06:32PM,220600777,PHONE,MISSING PERSON / RUNAWAY,1605 6TH ST,NA,ASC
6/3/2022 06:29PM,220600775,PHONE,MISSING PERSON / RUNAWAY,2618-201 BOBCAT DR,22001945,RPT
6/3/2022 06:03PM,220600767,PHONE,PRIVATE TOW,534 S DUFF AVE,NA,PTOW
6/3/2022 06:01PM,220600766,PHONE,THEFT / FRAUD / FORGERY,1011 BROOKRIDGE AVE,22001942,RPT
6/3/2022 05:25PM,220600758,PHONE,OUTREACH,125 E 5TH ST,NA,NOR
6/3/2022 05:11PM,220600757,PHONE,DISORDERLY CONDUCT,305 AIRPORT RD,NA,ASC
6/3/2022 05:03PM,220600754,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,CIT
6/3/2022 04:52PM,220600750,PHONE,PARKING ENFORCEMENT/COMPLAINT,100-BLK CENTER AVE,NA,INFO
6/3/2022 04:42PM,220600747,PHONE,THEFT / FRAUD / FORGERY,305 AIRPORT RD,22001941,RPT
6/3/2022 04:33PM,220600746,SELF,TRAFFIC STOP / ENFORCEMENT,S GRAND AVE/S 4TH ST,NA,CIT
6/3/2022 03:46PM,220600731,PHONE,THEFT / FRAUD / FORGERY,1417-105 MAYFIELD DR,22001940,RPT
6/3/2022 03:40PM,220600727,PHONE,JUVENILE TROUBLE,MAIN ST/DOUGLAS AVE,NA,NOR
6/3/2022 02:43PM,220600711,PHONE,HIT & RUN PROPERTY DAMAGE,4730 MORTENSEN RD,22001939,RPT
6/3/2022 02:22PM,220600707,PHONE,DISORDERLY CONDUCT,2925-101 GRAND AVE,NA,UTL
6/3/2022 01:49PM,220600701,PHONE,TRESPASS,111 DUFF AVE,NA,ASC
6/3/2022 01:13PM,220600696,PHONE,DISTURBANCE & NOISE PARTY,1423 SUMMIT AVE,NA,NOR
6/3/2022 01:11PM,220600694,E911,911 HANG UP / INCOMPLETE CALL,1325 DICKINSON AVE,NA,NOR
6/3/2022 12:33PM,220600687,PHONE,MOTOR VEH CRASH/PROP DAMAGE,2430 ASPEN RD,NA,NAT
6/3/2022 12:29PM,220600686,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,200-BLK S 5TH ST,NA,ASC
6/3/2022 12:26PM,220600685,PHONE,SCAM,2115-203 PRAIRIE VIEW WEST,22001938,RPT
6/3/2022 12:18PM,220600681,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,450-352 E 7TH ST,NA,NOR
6/3/2022 10:27AM,220600650,SELF,TRAFFIC STOP / ENFORCEMENT,700-BLK S DUFF AVE,NA,CIT
6/3/2022 09:07AM,220600637,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,311 S MAPLE AVE,NA,UTL
6/3/2022 08:42AM,220600635,PHONE,MOTOR VEH CRASH/PROP DAMAGE,UNIVERSITY BLVD/MORTENSEN PKWY,22001936,RPT
6/3/2022 08:40AM,220600634,PHONE,GENERAL ALARM BANK / RESIDENTI,710 S DUFF AVE,NA,BIL
6/3/2022 08:28AM,220600624,E911,MEDICAL ASSIST/AMBULANCE CALL,2322 E 13TH ST,NA,NRSP
6/3/2022 08:08AM,220600617,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/GRAND AVE,NA,WAR
6/3/2022 07:59AM,220600615,PHONE,THEFT / FRAUD / FORGERY,700 SE 16TH ST,NA,NOR
6/3/2022 07:38AM,220600613,PHONE,CIVIL MATTER,217 E 6TH ST,NA,ASC
6/3/2022 07:20AM,220600610,PHONE,MOTORIST ASSISTANCE,808 E LINCOLN WAY,NA,ASC
6/3/2022 06:58AM,220600606,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3305-209 STANGE RD,NA,NRSP
