Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/19/2023 07:19PM,230206284,PHONE,GENERAL ALARM BANK / RESIDENTI,1220 S DUFF AVE,NA,BIL
2/19/2023 07:18PM,230206282,PHONE,MEDICAL ASSIST/AMBULANCE CALL,316 MAIN ST,NA,NRSP
2/19/2023 07:15PM,230206278,PHONE,MEDICAL ASSIST/AMBULANCE CALL,316 MAIN ST,NA,NRSP
2/19/2023 07:15PM,230206275,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2347 HILTON CT,NA,NRSP
2/19/2023 06:37PM,230206261,PHONE,DISORDERLY CONDUCT,3114-209 PERIDOT AVE,NA,UTL
2/19/2023 05:32PM,230206246,PHONE,ANIMAL CALL,4403-4 ONTARIO ST,NA,INFO
2/19/2023 05:31PM,230206245,PHONE,DISORDERLY CONDUCT,534 S DUFF AVE,NA,NOR
2/19/2023 05:23PM,230206244,PHONE,DISORDERLY CONDUCT,318-215 E LINCOLN WAY,NA,CBC
2/19/2023 05:23PM,230206244,PHONE,DISORDERLY CONDUCT,318-215 E LINCOLN WAY,NA,CBC
2/19/2023 05:04PM,230206237,PHONE,911 HANG UP / INCOMPLETE CALL,225 S KELLOGG AVE,23000658,RPT
2/19/2023 04:50PM,230206235,PHONE,GENERAL ASSAULT,707 CRYSTAL ST,23000659,RPT
2/19/2023 04:42PM,230206233,PHONE,TRESPASS,525 KELLOGG AVE,NA,ASC
2/19/2023 04:35PM,230206231,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/STEINBECK ST,NA,ASC
2/19/2023 04:28PM,230206228,PHONE,MEDICAL ASSIST/AMBULANCE CALL,703 BURNETT AVE,23000657,RPT
2/19/2023 04:28PM,230206227,SELF,TRAFFIC STOP / ENFORCEMENT,1500-BLK S DUFF AVE,NA,CIT
2/19/2023 04:20PM,230206223,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1400-BLK SOUTH DAKOTA AVE,23000656,RPT
2/19/2023 04:09PM,230206220,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S DUFF AVE,NA,CIT
2/19/2023 04:05PM,230206219,PHONE,THEFT OF MOTOR VEHICLE,2522 CHAMBERLAIN ST,NA,GIE
2/19/2023 03:34PM,230206211,PHONE,HIT & RUN PROPERTY DAMAGE,500-BLK BURNETT AVE,NA,ASC
2/19/2023 03:22PM,230206210,PHONE,HARASSMENT,3330 MORNINGSIDE ST,23000654,RPT
2/19/2023 03:06PM,230206208,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1010 DICKINSON AVE,NA,NOR
2/19/2023 02:43PM,230206206,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,6TH ST/GRAND AVE,NA,NOR
2/19/2023 01:42PM,230206193,PHONE,CIVIL MATTER,221 CRYSTAL ST,NA,NOR
2/19/2023 12:58PM,230206191,W911,BURGLARY TO MOTOR VEHICLE,420 E 7TH ST,23000653,RPT
2/19/2023 12:44PM,230206188,PHONE,MEDICAL ASSIST/AMBULANCE CALL,311 S 17TH ST,NA,NRSP
2/19/2023 12:22PM,230206181,PHONE,PARKING ENFORCEMENT/COMPLAINT,4622 TWAIN ST,NA,UTL
2/19/2023 12:20PM,230206180,SELF,ANIMAL CALL,120 E 7TH ST,NA,NOR
2/19/2023 12:15PM,230206179,PHONE,DISORDERLY CONDUCT,525 KELLOGG AVE,NA,NOR
2/19/2023 11:45AM,230206174,PHONE,MOTOR VEH CRASH/PROP DAMAGE,NORTH DAKOTA AVE/ONTARIO ST,23000651,RPT
2/19/2023 11:34AM,230206171,PHONE,MOTOR VEH CRASH / INJURY,113 MM INTERSTATE 35 N,23000652,RPT
2/19/2023 09:26AM,230206153,E911,911 HANG UP / INCOMPLETE CALL,2101 PULLMAN ST,NA,NOR
2/19/2023 09:05AM,230206148,PHONE,PARKING ENFORCEMENT/COMPLAINT,200 LYNN AVE,NA,NOR
2/19/2023 08:55AM,230206145,W911,MEDICAL ASSIST/AMBULANCE CALL,2525-212 BOBCAT DR,NA,NRSP
2/19/2023 07:59AM,230206134,PHONE,GENERAL ALARM BANK / RESIDENTI,409 S DUFF AVE,NA,BIL
2/19/2023 06:04AM,230206130,W911,OPEN DOOR,3115-104 PERIDOT AVE,NA,NOR
2/19/2023 05:35AM,230206126,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1400-BLK 24TH ST,NA,NOR
2/19/2023 05:30AM,230206123,W911,MEDICAL ASSIST/AMBULANCE CALL,1104 N 3RD ST,NA,NRSP
2/19/2023 05:23AM,230206119,E911,MEDICAL ASSIST/AMBULANCE CALL,3300-120 GEORGE W CARVER AVE,NA,NRSP
2/19/2023 04:55AM,230206117,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
2/19/2023 04:53AM,230206116,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/19/2023 03:55AM,230206110,PHONE,DISTURBANCE & NOISE PARTY,603 LYNN AVE,NA,UTL
2/19/2023 03:22AM,230206105,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,537 LINCOLN WAY,NA,NOR
2/19/2023 03:01AM,230206101,SELF,TRAFFIC STOP / ENFORCEMENT,151 US HWY 30 RAMP EB,NA,WAR
2/19/2023 02:53AM,230206099,PHONE,PUBLIC INTOXICATION,125 CAMPUS AVE,NA,NAT
2/19/2023 02:03AM,230206089,SELF,PUBLIC INTOXICATION,KNAPP ST/HAYWARD AVE,NA,NOR
2/19/2023 01:45AM,230206082,PHONE,PRIVATE TOW,2519 CHAMBERLAIN ST,NA,PTOW
2/19/2023 01:38AM,230206080,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
2/19/2023 01:32AM,230206078,PHONE,DISTURBANCE & NOISE PARTY,416-310 BILLY SUNDAY RD,NA,NOR
2/19/2023 01:20AM,230206076,SELF,TRAFFIC STOP / ENFORCEMENT,9TH ST/DUFF AVE,NA,WAR
2/19/2023 01:18AM,230206074,PHONE,LAW DEPARTMENT ASSIST,SOUTH DAKOTA AVE/MORTENSEN RD,NA,UTL
2/19/2023 01:07AM,230206067,PHONE,RECKLESS DRIVER,3621 LINCOLN WAY,NA,UTL
2/19/2023 12:56AM,230206063,PHONE,DISORDERLY CONDUCT,3800-BLK LINCOLN WAY,NA,UTL
2/19/2023 12:43AM,230206058,E911,CIVIL MATTER,219-3 S KELLOGG AVE,NA,NOR
2/19/2023 12:40AM,230206056,PHONE,CIVIL MATTER,2402 LINCOLN WAY,NA,NOR
2/19/2023 12:40AM,230206055,PHONE,DISTURBANCE & NOISE PARTY,1311-202 MAYFIELD DR,NA,CBC
2/19/2023 12:25AM,230206049,W911,MEDICAL ASSIST/AMBULANCE CALL,2122 LINCOLN WAY,NA,NRSP
2/19/2023 12:22AM,230206046,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,229 S DUFF AVE,NA,UTL
2/19/2023 12:21AM,230206045,PHONE,DISTURBANCE & NOISE PARTY,CRANE AVE/STORY ST,NA,UTL
2/18/2023 11:47PM,230206031,W911,MEDICAL ASSIST/AMBULANCE CALL,312 S FRANKLIN AVE,NA,NRSP
2/18/2023 11:47PM,230206030,PHONE,DISORDERLY CONDUCT,2522 CHAMBERLAIN ST,NA,NOR
2/18/2023 11:19PM,230206024,PHONE,GENERAL ALARM BANK / RESIDENTI,230 S DUFF AVE,NA,BIL
2/18/2023 11:19PM,230206024,PHONE,GENERAL ALARM BANK / RESIDENTI,230 S DUFF AVE,NA,BIL
2/18/2023 10:46PM,230206014,PHONE,BURGLARY / ATTEMPTED BURGLARY,2716 COTTONWOOD RD,23000649,RPT
2/18/2023 10:37PM,230206010,PHONE,TRESPASS,205 E 2ND ST,NA,ASC
2/18/2023 10:19PM,230206008,PHONE,CIVIL MATTER,1111 DUFF AVE,NA,ASC
2/18/2023 10:16PM,230206007,PHONE,PRIVATE TOW,245 HYLAND AVE,NA,PTOW
2/18/2023 10:02PM,230206006,PHONE,PUBLIC INTOXICATION,126-101 MAIN ST,NA,NOR
2/18/2023 09:56PM,230206003,PHONE,ROBBERY - NOT IN PROGRESS,125 6TH ST,23000648,ARR
2/18/2023 09:56PM,230206002,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,CIT
2/18/2023 09:54PM,230206001,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RUSSELL AVE,NA,WAR
2/18/2023 09:52PM,230206000,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,WAR
2/18/2023 09:42PM,230205997,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RIVERSIDE DR,NA,WAR
2/18/2023 09:36PM,230205995,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RUSSELL AVE,NA,CIT
2/18/2023 09:22PM,230205990,SELF,TRAFFIC STOP / ENFORCEMENT,1600-BLK 13TH ST,NA,WAR
2/18/2023 09:17PM,230205988,PHONE,DISTURBANCE & NOISE PARTY,2309-308 KNAPP ST,NA,NOR
2/18/2023 08:25PM,230205975,PHONE,GENERAL ALARM BANK / RESIDENTI,3621 LINCOLN WAY,NA,BIL
2/18/2023 07:56PM,230205967,PHONE,HIT & RUN PROPERTY DAMAGE,114 S DUFF AVE,23000647,RPT
2/18/2023 07:44PM,230205962,SELF,TRAFFIC STOP / ENFORCEMENT,1500-BLK LINCOLN WAY,NA,WAR
2/18/2023 07:16PM,230205958,SELF,TRAFFIC STOP / ENFORCEMENT,E 13TH ST/INTERSTATE 35,NA,CIT
2/18/2023 06:58PM,230205957,PHONE,HARASSMENT,2400 UNIVERSITY BLVD,23000646,RPT
2/18/2023 06:44PM,230205954,SELF,TRAFFIC STOP / ENFORCEMENT,GREENSBORO DR/STANGE RD,NA,CIT
2/18/2023 06:33PM,230205951,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,534 S DUFF AVE,NA,ASC
2/18/2023 05:53PM,230205936,PHONE,MOTORIST ASSISTANCE,HYLAND AVE/13TH ST,NA,ASC
2/18/2023 05:31PM,230205932,PHONE,MOTORIST ASSISTANCE,UNIVERSITY BLVD/S 16TH ST,NA,NOR
2/18/2023 05:20PM,230205930,PHONE,DISTURBANCE & NOISE PARTY,2126 GREELEY ST,NA,NAT
2/18/2023 05:14PM,230205929,PHONE,PRIVATE TOW,802 DICKINSON AVE,NA,PTOW
2/18/2023 05:04PM,230205927,SELF,TRAFFIC STOP / ENFORCEMENT,428 LINCOLN WAY,NA,CIT
2/18/2023 04:47PM,230205925,PHONE,VANDALISM / CRIMINAL MISCHIEF,209-7 S 5TH ST,23000645,RPT
2/18/2023 04:27PM,230205922,PHONE,DISORDERLY CONDUCT,4325-14 MARICOPA DR,NA,NOR
2/18/2023 04:21PM,230205921,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/GILCHRIST ST,NA,WAR
2/18/2023 04:15PM,230205919,SELF,TRAFFIC STOP / ENFORCEMENT,149 MM US HIGHWAY 30 W,NA,WAR
2/18/2023 03:16PM,230205909,PHONE,DISORDERLY CONDUCT,205 SE 5TH ST,NA,UTL
2/18/2023 02:24PM,230205901,PHONE,THEFT / FRAUD / FORGERY,700 SE 16TH ST,23000644,ARR
2/18/2023 02:13PM,230205897,W911,RECKLESS DRIVER,LINCOLN WAY/FRANKLIN AVE,NA,UTL
2/18/2023 01:55PM,230205896,PHONE,CIVIL MATTER,2307 JENSEN AVE,NA,ASC
2/18/2023 01:38PM,230205893,PHONE,GENERAL ALARM BANK / RESIDENTI,2497 N LOOP DR,NA,INFO
2/18/2023 01:30PM,230205890,PHONE,THEFT / FRAUD / FORGERY,640 LINCOLN WAY,23000643,RPT
2/18/2023 12:07PM,230205883,PHONE,MOTOR VEH CRASH/PROP DAMAGE,2019 E LINCOLN WAY,NA,NOR
2/18/2023 10:51AM,230205874,PHONE,VANDALISM / CRIMINAL MISCHIEF,1417 MAYFIELD DR,23000642,RPT
2/18/2023 10:28AM,230205866,W911,MOTOR VEH CRASH / INJURY,640 LINCOLN WAY,23000641,RPT
2/18/2023 10:19AM,230205861,PHONE,THEFT / FRAUD / FORGERY,515 DOUGLAS AVE,NA,NOR
2/18/2023 10:17AM,230205859,PHONE,PARKING ENFORCEMENT/COMPLAINT,KILDEE ST/BEACH AVE,NA,ASC
2/18/2023 10:13AM,230205858,PHONE,FIGHT IN PROGRESS,528 S DUFF AVE,23000640,RPT
2/18/2023 10:04AM,230205854,PHONE,OUTREACH,619 FARM HOUSE LN,NA,INFO
2/18/2023 09:53AM,230205851,W911,MEDICAL ASSIST/AMBULANCE CALL,2347 HILTON CT,NA,NRSP
2/18/2023 09:37AM,230205846,PHONE,PARKING ENFORCEMENT/COMPLAINT,1310 20TH ST,NA,NOR
2/18/2023 09:27AM,230205845,PHONE,VANDALISM / CRIMINAL MISCHIEF,1807 24TH ST,NA,NOR
2/18/2023 09:11AM,230205842,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,205 SE 5TH ST,NA,INFO
2/18/2023 09:07AM,230205839,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3420 EISENHOWER AVE,NA,NRSP
2/18/2023 08:55AM,230205837,PHONE,DISORDERLY CONDUCT,534 S DUFF AVE,23000639,RPT
2/18/2023 08:05AM,230205824,PHONE,DOMESTIC DISPUTE,716 S DUFF AVE,23000638,ARR
2/18/2023 07:43AM,230205822,PHONE,MEDICAL ASSIST/AMBULANCE CALL,228-1 WELCH AVE,NA,NRSP
2/18/2023 07:27AM,230205818,PHONE,THEFT / FRAUD / FORGERY,4506 LINCOLN WAY,23000637,RPT
2/18/2023 07:11AM,230205812,PHONE,VANDALISM / CRIMINAL MISCHIEF,3810 COLUMBINE AVE,NA,NOR
2/18/2023 06:41AM,230205811,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/24TH ST,NA,CIT
2/18/2023 03:39AM,230205806,PHONE,ANIMAL CALL,4305 MARICOPA DR,NA,NOR
2/18/2023 03:30AM,230205805,PHONE,DISTURBANCE & NOISE PARTY,2317-1 KNAPP ST,NA,ASC
2/18/2023 03:27AM,230205804,W911,DISORDERLY CONDUCT,2131 SUNSET DR,NA,NOR
2/18/2023 03:24AM,230205803,W911,DISORDERLY CONDUCT,119-504 STANTON AVE,NA,NOR
2/18/2023 03:13AM,230205800,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
2/18/2023 02:52AM,230205798,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/DOTSON DR,NA,CIT
2/18/2023 02:47AM,230205797,PHONE,CIVIL MATTER,4912 MORTENSEN RD,NA,ASC
2/18/2023 02:39AM,230205795,SELF,LAW DEPARTMENT ASSIST,200-BLK S MAPLE AVE,23000636,ARR
2/18/2023 02:16AM,230205791,SELF,TRAFFIC HAZARD,119 STANTON AVE,NA,NOR
2/18/2023 02:08AM,230205786,SELF,TRAFFIC STOP / ENFORCEMENT,800-BLK ASH AVE,NA,CIT
2/18/2023 02:01AM,230205783,SELF,TRAFFIC STOP / ENFORCEMENT,LYNN AVE/LINCOLN WAY,NA,WAR
2/18/2023 01:46AM,230205779,PHONE,PUBLIC INTOXICATION,819 LINCOLN WAY,23000635,ARR
2/18/2023 01:41AM,230205776,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/18/2023 01:41AM,230205776,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/18/2023 01:41AM,230205776,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/18/2023 01:41AM,230205776,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/18/2023 01:36AM,230205773,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
2/18/2023 01:21AM,230205770,PHONE,DISTURBANCE & NOISE PARTY,2706-101 KENT AVE,NA,NOR
2/18/2023 12:32AM,230205762,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
2/18/2023 12:26AM,230205759,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/18/2023 12:09AM,230205751,SELF,MOTORIST ASSISTANCE,LINCOLN WAY/N HAZEL AVE,NA,NOR
2/18/2023 12:04AM,230205748,PHONE,GENERAL ALARM BANK / RESIDENTI,3621 LINCOLN WAY,NA,BIL
2/17/2023 11:57PM,230205744,SELF,PUBLIC INTOXICATION,134 MAIN ST,NA,NOR
2/17/2023 11:44PM,230205741,SELF,TRAFFIC STOP / ENFORCEMENT,LYNN AVE/LINCOLN WAY,NA,WAR
2/17/2023 10:46PM,230205737,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/LINCOLN WAY,NA,WAR
2/17/2023 10:32PM,230205732,PHONE,VEHICLE IN DITCH,SCENIC PT/GEORGE W CARVER AVE,NA,NOR
2/17/2023 10:19PM,230205729,WALK,SUSPICIOUS PERSON/VEH/ACTIVITY,BLOOMINGTON RD/HOOVER AVE,NA,NOR
2/17/2023 09:51PM,230205721,PHONE,POSSESSION UNDERAGE,109 WELCH AVE,23000634,RPT
2/17/2023 09:48PM,230205720,PHONE,DISTURBANCE & NOISE PARTY,119-504 STANTON AVE,NA,NOR
2/17/2023 09:45PM,230205718,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,SHELDON AVE/SHELDON AVE EXT,NA,CINF
2/17/2023 09:36PM,230205715,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/MORTENSEN RD,NA,WAR
2/17/2023 09:33PM,230205714,PHONE,MOTORIST ASSISTANCE,100-BLK WELCH AVE,NA,NOR
2/17/2023 09:29PM,230205713,SELF,TRAFFIC STOP / ENFORCEMENT,147 MM US HIGHWAY 30 W,NA,WAR
2/17/2023 09:27PM,230205712,SELF,TRAFFIC STOP / ENFORCEMENT,S 16TH ST/CHRISTENSEN DR,NA,WAR
2/17/2023 09:09PM,230205706,PHONE,BURGLARY TO MOTOR VEHICLE,2423 GRAND AVE,NA,WAR
2/17/2023 08:55PM,230205698,SELF,TRAFFIC STOP / ENFORCEMENT,1404 S DUFF AVE,NA,CIT
2/17/2023 08:49PM,230205694,PHONE,ANIMAL CALL,703-105 S DUFF AVE,NA,NOR
2/17/2023 08:46PM,230205692,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1811 NORTHCREST CT,NA,NRSP
2/17/2023 08:26PM,230205686,SELF,TRAFFIC STOP / ENFORCEMENT,1200-BLK LINCOLN WAY,NA,WAR
2/17/2023 08:12PM,230205684,PHONE,PRIVATE TOW,2338 LINCOLN WAY,NA,PTOW
2/17/2023 07:58PM,230205681,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2418-133 KENT AVE,NA,NRSP
2/17/2023 07:45PM,230205675,PHONE,VIOLATION OF NO CONTACT ORDER,145-6 HYLAND AVE,23000633,RPT
2/17/2023 07:09PM,230205670,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4632 WEBSTER ST,NA,ASC
2/17/2023 07:05PM,230205669,SELF,TRAFFIC STOP / ENFORCEMENT,STANGE RD/13TH ST,NA,WAR
2/17/2023 06:48PM,230205662,SELF,TRAFFIC STOP / ENFORCEMENT,320 S 16TH ST,NA,NOR
2/17/2023 06:48PM,230205661,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,412 STANTON AVE,NA,UTL
2/17/2023 06:45PM,230205659,PHONE,RECKLESS DRIVER,LINCOLN WAY/DUFF AVE,NA,UTL
2/17/2023 06:35PM,230205654,SELF,OUTREACH,2801 GRAND AVE,NA,ASC
2/17/2023 05:54PM,230205641,PHONE,CIVIL MATTER,515 CLARK AVE,NA,ASC
2/17/2023 05:51PM,230205640,PHONE,CIVIL MATTER,515 CLARK AVE,NA,DUP
2/17/2023 05:11PM,230205632,SELF,OUTREACH,2100 E 13TH ST,NA,ASC
2/17/2023 05:10PM,230205629,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23000631,ARR
2/17/2023 04:51PM,230205622,PHONE,CIVIL MATTER,1208 N 3RD ST,NA,ASC
2/17/2023 04:32PM,230205612,SELF,TRAFFIC STOP / ENFORCEMENT,NORTHWOOD DR/DUFF AVE,NA,CIT
2/17/2023 04:31PM,230205611,PHONE,TRAFFIC HAZARD,ONTARIO ST/HYLAND AVE,NA,NOR
2/17/2023 04:23PM,230205607,PHONE,GENERAL ASSAULT,4912-614 MORTENSEN RD,23000630,RPT
2/17/2023 04:21PM,230205606,PHONE,MISSING PERSON / RUNAWAY,3304 POLARIS DR,NA,NOR
2/17/2023 04:13PM,230205604,PHONE,LAW DEPARTMENT ASSIST,3300 KINGMAN RD,NA,ASC
2/17/2023 04:03PM,230205599,SELF,TRAFFIC STOP / ENFORCEMENT,725 E 13TH ST,NA,WAR
2/17/2023 03:48PM,230205596,PHONE,THEFT / FRAUD / FORGERY,326 LINCOLN WAY,23000629,RPT
2/17/2023 03:34PM,230205592,PHONE,MOTORIST ASSISTANCE,LINCOLN WAY/LYNN AVE,NA,ASC
2/17/2023 03:11PM,230205589,PHONE,MOTORIST ASSISTANCE,1200-BLK GRAND AVE,NA,NOR
2/17/2023 03:00PM,230205587,PHONE,CIVIL MATTER,3910-112 TRIPP ST,NA,ASC
2/17/2023 02:39PM,230205583,W911,MEDICAL ASSIST/AMBULANCE CALL,3440 GRAND AVE,NA,NRSP
2/17/2023 02:30PM,230205577,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3915 MORTENSEN RD,NA,ASC
2/17/2023 01:57PM,230205572,PHONE,THEFT / FRAUD / FORGERY,607 MEADOW PL,NA,NOR
2/17/2023 01:57PM,230205571,PHONE,BURGLARY TO MOTOR VEHICLE,5205 GRAND AVE,23000628,RPT
2/17/2023 01:39PM,230205566,W911,MEDICAL ASSIST/AMBULANCE CALL,219-3 S 5TH ST,NA,NRSP
2/17/2023 12:53PM,230205561,PHONE,CIVIL MATTER,1121 TOP O HOLLOW RD,NA,NAT
2/17/2023 12:40PM,230205557,PHONE,OPEN DOOR,500-101 MAIN ST,NA,INFO
2/17/2023 12:29PM,230205556,PHONE,DISORDERLY CONDUCT,209-7 S 5TH ST,23000627,RPT
2/17/2023 11:15AM,230205544,PHONE,CIVIL MATTER,1409 RIDGEWOOD AVE,NA,NOR
2/17/2023 10:36AM,230205533,PHONE,CIVIL MATTER,1409 RIDGEWOOD AVE,NA,ASC
2/17/2023 10:31AM,230205530,PHONE,MOTORIST ASSISTANCE,S GRAND AVE/S 4TH ST,NA,NOR
2/17/2023 10:09AM,230205522,PHONE,SCAM,2208 HAYES AVE,NA,ASC
2/17/2023 09:41AM,230205516,PHONE,VEHICLE FIRE,E 13TH ST/MAXWELL AVE,NA,NRSP
2/17/2023 09:27AM,230205512,PHONE,911 HANG UP / INCOMPLETE CALL,2413 HAMILTON DR,NA,ASC
2/17/2023 08:28AM,230205498,PHONE,LAW DEPARTMENT ASSIST,4329-17 LINCOLN SWING,NA,NOR
2/17/2023 07:52AM,230205481,PHONE,MOTOR VEH CRASH/PROP DAMAGE,E 13TH ST/INTERSTATE 35 RAMP,23000625,ARR
2/17/2023 07:45AM,230205479,PHONE,PRIVATE TOW,421 STONEHAVEN DR,NA,PTOW
2/17/2023 07:40AM,230205474,PHONE,MOTOR VEH CRASH / UNK INJURY,16TH ST/DUFF AVE,23000624,RPT
2/17/2023 07:36AM,230205472,W911,MEDICAL ASSIST/AMBULANCE CALL,3212-106 POLARIS DR,NA,NRSP
2/17/2023 07:32AM,230205470,PHONE,GENERAL ALARM BANK / RESIDENTI,4803 LINCOLN WAY,NA,BIL
2/17/2023 05:33AM,230205452,W911,MEDICAL ASSIST/AMBULANCE CALL,2104 JENSEN AVE,NA,ASC
2/17/2023 05:30AM,230205450,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4605 HUTCHISON ST,NA,NOR
2/17/2023 03:58AM,230205444,SELF,TRAFFIC STOP / ENFORCEMENT,113 MM INTERSTATE 35 N,NA,WAR
2/17/2023 03:39AM,230205442,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
2/17/2023 03:34AM,230205441,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/17/2023 03:09AM,230205438,PHONE,PRIVATE TOW,3521 JEWEL DR,NA,PTOW
2/17/2023 03:03AM,230205435,SELF,TRAFFIC STOP / ENFORCEMENT,111 MM INTERSTATE 35 S,NA,WAR
2/17/2023 02:19AM,230205432,W911,DISORDERLY CONDUCT,205-809 S 5TH ST,NA,ASC
2/17/2023 02:11AM,230205429,PHONE,DISORDERLY CONDUCT,2800 E 13TH ST,NA,CBC
2/17/2023 01:39AM,230205428,SELF,LAW DEPARTMENT ASSIST,1400-238 S DAYTON PL,23000622,ARR
2/17/2023 01:25AM,230205424,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3614-106 FALCON AVE,NA,NRSP
2/17/2023 12:38AM,230205416,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/S 3RD ST,NA,WAR
2/16/2023 11:31PM,230205397,PHONE,OPERATING WHILE INTOXICATED,3400 ROSS RD,23000621,ARR
2/16/2023 10:40PM,230205389,PHONE,DISORDERLY CONDUCT,327-9 E 7TH ST,NA,NOR
2/16/2023 10:15PM,230205386,SELF,TRAFFIC STOP / ENFORCEMENT,900-BLK S 16TH ST,NA,WAR
