Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/20/2023 10:05AM,230206435,PHONE,PARKING ENFORCEMENT/COMPLAINT,300-BLK COLORADO CIR,NA,NOR
2/20/2023 09:13AM,230206425,PHONE,EQUIPMENT/SIGN MALFUNCTION,1603 NORTH DAKOTA AVE,NA,TOT
2/20/2023 08:56AM,230206423,SELF,TRAFFIC STOP / ENFORCEMENT,LITTLE BLUESTEM CT/MORTENSEN PKWY,NA,WAR
2/20/2023 08:28AM,230206419,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4518-101 MORTENSEN RD,NA,ASC
2/20/2023 08:23AM,230206417,PHONE,PARKING ENFORCEMENT/COMPLAINT,2801 WEST ST,NA,NOR
2/20/2023 07:52AM,230206412,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1325 COCONINO RD,NA,DUP
2/20/2023 07:45AM,230206409,PHONE,ESCORT BUSINESS/FUNERAL,414 LINCOLN WAY,NA,NOR
2/20/2023 07:08AM,230206399,PHONE,TRESPASS,2700 LINCOLN WAY,NA,NOR
2/20/2023 05:59AM,230206394,PHONE,GENERAL ALARM BANK / RESIDENTI,1317 BUCKEYE AVE,NA,BIL
2/20/2023 05:15AM,230206390,W911,911 HANG UP / INCOMPLETE CALL,1407 FLORIDA AVE,NA,ASC
2/20/2023 02:25AM,230206370,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,5205 GRAND AVE,NA,NOR
2/20/2023 01:46AM,230206363,W911,MEDICAL ASSIST/AMBULANCE CALL,225 S KELLOGG AVE,NA,NAT
2/19/2023 11:30PM,230206334,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/19/2023 11:30PM,230206334,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
2/19/2023 11:22PM,230206333,W911,ANIMAL CALL,4709 STEINBECK ST,NA,ASC
2/19/2023 10:01PM,230206323,PHONE,DISORDERLY CONDUCT,1824 ARTHUR CIR,NA,ASC
2/19/2023 09:40PM,230206317,PHONE,DOMESTIC DISPUTE,2200 PINEHURST DR,23000661,RPT
2/19/2023 09:35PM,230206314,PHONE,PARKING ENFORCEMENT/COMPLAINT,3006 WHITETAIL LN,NA,CIT
2/19/2023 09:26PM,230206312,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3301 STANGE RD,NA,NRSP
2/19/2023 09:14PM,230206305,PHONE,GENERAL ALARM BANK / RESIDENTI,426 S DUFF AVE,NA,BIL
2/19/2023 09:11PM,230206304,PHONE,PRIVATE TOW,117 ASH AVE,NA,PTOW
2/19/2023 09:11PM,230206303,PHONE,CIVIL MATTER,2019 E LINCOLN WAY,NA,ASC
2/19/2023 08:33PM,230206300,SELF,TRAFFIC STOP / ENFORCEMENT,UTAH DR/IDAHO AVE,NA,WAR
2/19/2023 08:11PM,230206296,PHONE,MEDICAL ASSIST/AMBULANCE CALL,702 TOP O HOLLOW RD,NA,ASC
2/19/2023 08:05PM,230206294,PHONE,HIT & RUN PROPERTY DAMAGE,4018 LINCOLN WAY,23000660,RPT
2/19/2023 07:39PM,230206291,PHONE,PRIVATE TOW,205 BEACH AVE,NA,PTOW
2/19/2023 07:27PM,230206289,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,703 CRAWFORD AVE,NA,ASC
2/19/2023 07:19PM,230206284,PHONE,GENERAL ALARM BANK / RESIDENTI,1220 S DUFF AVE,NA,BIL
2/19/2023 07:18PM,230206282,PHONE,MEDICAL ASSIST/AMBULANCE CALL,316 MAIN ST,NA,NRSP
2/19/2023 07:15PM,230206278,PHONE,MEDICAL ASSIST/AMBULANCE CALL,316 MAIN ST,NA,NRSP
2/19/2023 07:15PM,230206275,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2347 HILTON CT,NA,NRSP
2/19/2023 06:37PM,230206261,PHONE,DISORDERLY CONDUCT,3114-209 PERIDOT AVE,NA,UTL
2/19/2023 05:32PM,230206246,PHONE,ANIMAL CALL,4403-4 ONTARIO ST,NA,INFO
2/19/2023 05:31PM,230206245,PHONE,DISORDERLY CONDUCT,534 S DUFF AVE,NA,NOR
2/19/2023 05:23PM,230206244,PHONE,DISORDERLY CONDUCT,318-215 E LINCOLN WAY,NA,CBC
2/19/2023 05:04PM,230206237,PHONE,911 HANG UP / INCOMPLETE CALL,225 S KELLOGG AVE,23000658,RPT
2/19/2023 04:50PM,230206235,PHONE,GENERAL ASSAULT,707 CRYSTAL ST,23000659,RPT
2/19/2023 04:42PM,230206233,PHONE,TRESPASS,525 KELLOGG AVE,NA,ASC
2/19/2023 04:35PM,230206231,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/STEINBECK ST,NA,ASC
2/19/2023 04:28PM,230206228,PHONE,MEDICAL ASSIST/AMBULANCE CALL,703 BURNETT AVE,23000657,RPT
2/19/2023 04:28PM,230206227,SELF,TRAFFIC STOP / ENFORCEMENT,1500-BLK S DUFF AVE,NA,CIT
2/19/2023 04:20PM,230206223,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1400-BLK SOUTH DAKOTA AVE,23000656,RPT
2/19/2023 04:09PM,230206220,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S DUFF AVE,NA,CIT
2/19/2023 04:05PM,230206219,PHONE,THEFT OF MOTOR VEHICLE,2522 CHAMBERLAIN ST,NA,GIE
2/19/2023 03:34PM,230206211,PHONE,HIT & RUN PROPERTY DAMAGE,500-BLK BURNETT AVE,NA,ASC
2/19/2023 03:22PM,230206210,PHONE,HARASSMENT,3330 MORNINGSIDE ST,23000654,RPT
2/19/2023 03:06PM,230206208,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1010 DICKINSON AVE,NA,NOR
2/19/2023 02:43PM,230206206,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,6TH ST/GRAND AVE,NA,NOR
2/19/2023 01:42PM,230206193,PHONE,CIVIL MATTER,221 CRYSTAL ST,NA,NOR
2/19/2023 12:58PM,230206191,W911,BURGLARY TO MOTOR VEHICLE,420 E 7TH ST,23000653,RPT
2/19/2023 12:44PM,230206188,PHONE,MEDICAL ASSIST/AMBULANCE CALL,311 S 17TH ST,NA,NRSP
2/19/2023 12:22PM,230206181,PHONE,PARKING ENFORCEMENT/COMPLAINT,4622 TWAIN ST,NA,UTL
2/19/2023 12:20PM,230206180,SELF,ANIMAL CALL,120 E 7TH ST,NA,NOR
2/19/2023 12:15PM,230206179,PHONE,DISORDERLY CONDUCT,525 KELLOGG AVE,NA,NOR
2/19/2023 11:45AM,230206174,PHONE,MOTOR VEH CRASH/PROP DAMAGE,NORTH DAKOTA AVE/ONTARIO ST,23000651,RPT
2/19/2023 11:34AM,230206171,PHONE,MOTOR VEH CRASH / INJURY,113 MM INTERSTATE 35 N,23000652,RPT
2/19/2023 09:26AM,230206153,E911,911 HANG UP / INCOMPLETE CALL,2101 PULLMAN ST,NA,NOR
2/19/2023 09:05AM,230206148,PHONE,PARKING ENFORCEMENT/COMPLAINT,200 LYNN AVE,NA,NOR
2/19/2023 08:55AM,230206145,W911,MEDICAL ASSIST/AMBULANCE CALL,2525-212 BOBCAT DR,NA,NRSP
2/19/2023 07:59AM,230206134,PHONE,GENERAL ALARM BANK / RESIDENTI,409 S DUFF AVE,NA,BIL
2/19/2023 06:04AM,230206130,W911,OPEN DOOR,3115-104 PERIDOT AVE,NA,NOR
2/19/2023 05:35AM,230206126,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1400-BLK 24TH ST,NA,NOR
2/19/2023 05:30AM,230206123,W911,MEDICAL ASSIST/AMBULANCE CALL,1104 N 3RD ST,NA,NRSP
2/19/2023 05:23AM,230206119,E911,MEDICAL ASSIST/AMBULANCE CALL,3300-120 GEORGE W CARVER AVE,NA,NRSP
2/19/2023 04:55AM,230206117,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
2/19/2023 04:53AM,230206116,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/19/2023 03:55AM,230206110,PHONE,DISTURBANCE & NOISE PARTY,603 LYNN AVE,NA,UTL
2/19/2023 03:22AM,230206105,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,537 LINCOLN WAY,NA,NOR
2/19/2023 03:01AM,230206101,SELF,TRAFFIC STOP / ENFORCEMENT,151 US HWY 30 RAMP EB,NA,WAR
2/19/2023 02:53AM,230206099,PHONE,PUBLIC INTOXICATION,125 CAMPUS AVE,NA,NAT
2/19/2023 02:03AM,230206089,SELF,PUBLIC INTOXICATION,KNAPP ST/HAYWARD AVE,NA,NOR
2/19/2023 01:45AM,230206082,PHONE,PRIVATE TOW,2519 CHAMBERLAIN ST,NA,PTOW
2/19/2023 01:38AM,230206080,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
2/19/2023 01:32AM,230206078,PHONE,DISTURBANCE & NOISE PARTY,416-310 BILLY SUNDAY RD,NA,NOR
2/19/2023 01:20AM,230206076,SELF,TRAFFIC STOP / ENFORCEMENT,9TH ST/DUFF AVE,NA,WAR
2/19/2023 01:18AM,230206074,PHONE,LAW DEPARTMENT ASSIST,SOUTH DAKOTA AVE/MORTENSEN RD,NA,UTL
2/19/2023 01:07AM,230206067,PHONE,RECKLESS DRIVER,3621 LINCOLN WAY,NA,UTL
2/19/2023 12:56AM,230206063,PHONE,DISORDERLY CONDUCT,3800-BLK LINCOLN WAY,NA,UTL
2/19/2023 12:43AM,230206058,E911,CIVIL MATTER,219-3 S KELLOGG AVE,NA,NOR
2/19/2023 12:40AM,230206056,PHONE,CIVIL MATTER,2402 LINCOLN WAY,NA,NOR
2/19/2023 12:40AM,230206055,PHONE,DISTURBANCE & NOISE PARTY,1311-202 MAYFIELD DR,NA,CBC
2/19/2023 12:25AM,230206049,W911,MEDICAL ASSIST/AMBULANCE CALL,2122 LINCOLN WAY,NA,NRSP
2/19/2023 12:22AM,230206046,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,229 S DUFF AVE,NA,UTL
2/19/2023 12:22AM,230206046,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,229 S DUFF AVE,NA,UTL
2/19/2023 12:21AM,230206045,PHONE,DISTURBANCE & NOISE PARTY,CRANE AVE/STORY ST,NA,UTL
2/18/2023 11:47PM,230206031,W911,MEDICAL ASSIST/AMBULANCE CALL,312 S FRANKLIN AVE,NA,NRSP
2/18/2023 11:47PM,230206030,PHONE,DISORDERLY CONDUCT,2522 CHAMBERLAIN ST,NA,NOR
2/18/2023 11:19PM,230206024,PHONE,GENERAL ALARM BANK / RESIDENTI,230 S DUFF AVE,NA,BIL
2/18/2023 10:46PM,230206014,PHONE,BURGLARY / ATTEMPTED BURGLARY,2716 COTTONWOOD RD,23000649,RPT
2/18/2023 10:37PM,230206010,PHONE,TRESPASS,205 E 2ND ST,NA,ASC
2/18/2023 10:19PM,230206008,PHONE,CIVIL MATTER,1111 DUFF AVE,NA,ASC
2/18/2023 10:16PM,230206007,PHONE,PRIVATE TOW,245 HYLAND AVE,NA,PTOW
2/18/2023 10:02PM,230206006,PHONE,PUBLIC INTOXICATION,126-101 MAIN ST,NA,NOR
2/18/2023 09:56PM,230206003,PHONE,ROBBERY - NOT IN PROGRESS,125 6TH ST,23000648,ARR
2/18/2023 09:56PM,230206002,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,CIT
2/18/2023 09:54PM,230206001,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RUSSELL AVE,NA,WAR
2/18/2023 09:52PM,230206000,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,WAR
2/18/2023 09:42PM,230205997,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RIVERSIDE DR,NA,WAR
2/18/2023 09:36PM,230205995,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RUSSELL AVE,NA,CIT
2/18/2023 09:22PM,230205990,SELF,TRAFFIC STOP / ENFORCEMENT,1600-BLK 13TH ST,NA,WAR
2/18/2023 09:17PM,230205988,PHONE,DISTURBANCE & NOISE PARTY,2309-308 KNAPP ST,NA,NOR
2/18/2023 08:25PM,230205975,PHONE,GENERAL ALARM BANK / RESIDENTI,3621 LINCOLN WAY,NA,BIL
2/18/2023 07:56PM,230205967,PHONE,HIT & RUN PROPERTY DAMAGE,114 S DUFF AVE,23000647,RPT
2/18/2023 07:44PM,230205962,SELF,TRAFFIC STOP / ENFORCEMENT,1500-BLK LINCOLN WAY,NA,WAR
2/18/2023 07:16PM,230205958,SELF,TRAFFIC STOP / ENFORCEMENT,E 13TH ST/INTERSTATE 35,NA,CIT
2/18/2023 06:58PM,230205957,PHONE,HARASSMENT,2400 UNIVERSITY BLVD,23000646,RPT
